"","Sample_Name","Run_Number","Conc","Absorbance","Dilution","Unit","Test","Run_Time"
"222","MSM_202304_TR_LysC_45cm",35,0.040908,0.018255,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:23"
"223","MSM_202304_WC_LysA_10cm",37,0.004981,0.002954,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:26"
"224","MSM_202304_WC_LysA_20cm",39,0.021894,0.010157,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:29"
"225","MSM_202304_WC_LysA_45cm",40,0.019676,0.009212,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:30"
"226","MSM_202304_WC_LysB_10cm",41,0.022691,0.010496,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:31"
"227","MSM_202304_WC_LysB_20cm",42,0.036642,0.016438,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:33"
"228","MSM_202304_WC_LysC_10cm",43,0.023865,0.010996,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:34"
"229","MSM_202304_WC_LysC_20cm",44,0.057651,0.025385,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:35"
"230","MSM_202304_WC_LysC_45cm",47,0.013784,0.006703,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:39"
"231","MSM_202304_SW_A",48,0.001987,0.001679,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:41"
"232","MSM_202304_SW_B",49,0.001303,0.001388,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:42"
"233","MSM_202304_SW_C",51,0.001743,0.001575,0,"mg P/L","o-PHOS 0.3","6/4/2023 20:45"
"234","MSM_202304_WC_LysC_45cm",47,1.437025,0.415712,2,"mg N/L","Ammonia 2","6/4/2023 21:44"
