"","Sample_Name","Run_Number","Conc","Absorbance","Dilution","Unit","Test","Run_Time"
"1204",NA,NA,NA,NA,NA,NA,NA,NA
"1205","TEMPEST_20230515_FW_H6",67,0.003304,0.002239,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:07"
"1206","TEMPEST_20230515_FW_I5",68,0.006348,0.003536,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:08"
"1207","0.15 mg/L",69,0.136387,0.058918,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:09"
"1208","1685927393",NA,NA,NA,NA,NA,NA,NA
"1209",NA,NA,NA,NA,NA,NA,NA,NA
"1210","Blank",70,0.000358,0.000985,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:11"
"1211","1685927475",NA,NA,NA,NA,NA,NA,NA
"1212",NA,NA,NA,NA,NA,NA,NA,NA
"1213","TEMPEST_20230515_SW_B4",71,0.021192,0.009858,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:12"
"1214","TEMPEST_20230515_SW_F6",72,0.009559,0.004904,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:14"
"1215","TEMPEST_20230515_SW_H6",73,0.004463,0.002733,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:15"
"1216","Abs_Chk_10ppt",74,0.001583,0.001507,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:15"
"1217","Duplicate",75,0.000713,0.001136,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:17"
"1218","1685927838",NA,NA,NA,NA,NA,NA,NA
"1219",NA,NA,NA,NA,NA,NA,NA,NA
"1220",NA,NA,NA,NA,NA,NA,NA,NA
"1221","Abs_Chk_20ppt",76,-0.00045,0.000641,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:18"
"1222","Auto Spike",77,0.189681,0.079194,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:19"
"1223","1685927998",NA,NA,NA,NA,NA,NA,NA
"1224",NA,NA,NA,NA,NA,NA,NA,NA
"1225","peChk_NH3_PO4",78,0.791201,0.337796,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:21"
"1226",NA,NA,NA,NA,NA,NA,NA,NA
"1227",NA,NA,NA,NA,NA,NA,NA,NA
"1228","0.15 mg/L",79,0.136565,0.058994,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:22"
"1229","1685928158",NA,NA,NA,NA,NA,NA,NA
"1230",NA,NA,NA,NA,NA,NA,NA,NA
"1231","Blank",80,0.000471,0.001033,0,"mg P/L","o-PHOS 0.3","6/4/2023 21:23"
"1232","1685928238",NA,NA,NA,NA,NA,NA,NA
"1233",NA,NA,NA,NA,NA,NA,NA,NA
"1234","MSM_202304_WC_LysC_45cm",47,1.437025,0.415712,2,"mg N/L","Ammonia 2","6/4/2023 21:44"
"1235","peChk_NH3_PO4",78,0.873426,0.075229,5,"mg P/L","o-PHOS 0.3","6/4/2023 21:50"
"1236",NA,NA,NA,NA,NA,NA,NA,NA
"1237",NA,NA,NA,NA,NA,NA,NA,NA
"1238",NA,NA,NA,NA,NA,NA,NA,NA
"1239",NA,NA,NA,NA,NA,NA,NA,NA
"1240","Standard 1",0,0.015182,0.015182,0,"mg N/L","Ammonia 2","1/11/2024 14:45"
"1241","Standard .0389",1,0.013497,0.013497,0,"mg N/L","Ammonia 2","1/11/2024 14:48"
"1242","Standard .1000",2,0.013463,0.013463,0,"mg N/L","Ammonia 2","1/11/2024 14:50"
"1243","Standard .2000",3,0.013656,0.013656,0,"mg N/L","Ammonia 2","1/11/2024 14:53"
"1244","Standard .5000",4,0.015151,0.015151,0,"mg N/L","Ammonia 2","1/11/2024 14:56"
"1245","Standard 1.0000",5,0.017896,0.017896,0,"mg N/L","Ammonia 2","1/11/2024 14:58"
"1246","Standard 1.5000",6,0.021823,0.021823,0,"mg N/L","Ammonia 2","1/11/2024 15:01"
"1247","Standard 2.0000",7,0.02468,0.02468,0,"mg N/L","Ammonia 2","1/11/2024 15:04"
"1248","Standard 0",8,0.013243,0.013243,0,"mg N/L","Ammonia 2","1/11/2024 15:06"
"1249","1/11/2024 15:06",NA,NA,NA,NA,NA,NA,NA
"1250","1mg/L ammonia",9,100.480652,0.563502,0,"mg N/L","Ammonia 2","1/11/2024 15:09"
"1251","1705003773",NA,NA,NA,NA,NA,NA,NA
"1252",NA,NA,NA,NA,NA,NA,NA,NA
"1253",NA,NA,NA,NA,NA,NA,NA,NA
"1254","Blank",10,0.053054,0.013555,0,"mg N/L","Ammonia 2","1/11/2024 15:12"
"1255","1705003933",NA,NA,NA,NA,NA,NA,NA
"1256",NA,NA,NA,NA,NA,NA,NA,NA
"1257",NA,NA,NA,NA,NA,NA,NA,NA
"1258","GCW_202305_UP_LysA_20cm",11,2.067527,0.024586,0,"mg N/L","Ammonia 2","1/11/2024 15:14"
"1259","GCW_202305_UP_LysB_10cm",12,4.678739,0.038885,0,"mg N/L","Ammonia 2","1/11/2024 15:17"
"1260",NA,NA,NA,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA,NA
"1262","GCW_202305_UP_LysB_20cm",13,179.891068,0.998359,0,"mg N/L","Ammonia 2","1/11/2024 15:20"
"1263",NA,NA,NA,NA,NA,NA,NA,NA
"1264",NA,NA,NA,NA,NA,NA,NA,NA
"1265","GCW_202305_TR_LysA_20cm",14,43.052803,0.249024,0,"mg N/L","Ammonia 2","1/11/2024 15:22"
"1266",NA,NA,NA,NA,NA,NA,NA,NA
"1267",NA,NA,NA,NA,NA,NA,NA,NA
"1268","GCW_202305_TR_LysA_45cm",15,8.955433,0.062305,0,"mg N/L","Ammonia 2","1/11/2024 15:25"
"1269",NA,NA,NA,NA,NA,NA,NA,NA
"1270",NA,NA,NA,NA,NA,NA,NA,NA
"1271","GCW_202305_TR_LysB_10cm",16,11.316419,0.075233,0,"mg N/L","Ammonia 2","1/11/2024 15:28"
"1272",NA,NA,NA,NA,NA,NA,NA,NA
"1273",NA,NA,NA,NA,NA,NA,NA,NA
"1274","GCW_202305_TR_LysB_20cm",17,65.271156,0.370693,0,"mg N/L","Ammonia 2","1/11/2024 15:30"
"1275",NA,NA,NA,NA,NA,NA,NA,NA
"1276",NA,NA,NA,NA,NA,NA,NA,NA
"1277","GCW_202305_TR_LysC_10cm",18,6.27288,0.047615,0,"mg N/L","Ammonia 2","1/11/2024 15:33"
"1278",NA,NA,NA,NA,NA,NA,NA,NA
"1279",NA,NA,NA,NA,NA,NA,NA,NA
"1280","Duplicate",19,6.350509,0.04804,0,"mg N/L","Ammonia 2","1/11/2024 15:36"
"1281","1705005373",NA,NA,NA,NA,NA,NA,NA
"1282",NA,NA,NA,NA,NA,NA,NA,NA
"1283",NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,NA,NA,NA,NA,NA,NA,NA
"1285","GCW_202305_TR_LysC_20cm",20,50.587803,0.290286,0,"mg N/L","Ammonia 2","1/11/2024 15:38"
"1286",NA,NA,NA,NA,NA,NA,NA,NA
"1287",NA,NA,NA,NA,NA,NA,NA,NA
"1288","Auto Spike",21,155.917999,0.736837,0,"mg N/L","Ammonia 2","1/11/2024 15:41"
"1289","1705005693",NA,NA,NA,NA,NA,NA,NA
"1290",NA,NA,NA,NA,NA,NA,NA,NA
"1291",NA,NA,NA,NA,NA,NA,NA,NA
"1292",NA,NA,NA,NA,NA,NA,NA,NA
"1293",NA,NA,NA,NA,NA,NA,NA,NA
"1294","1mg/L ammonia",22,92.562119,0.52014,0,"mg N/L","Ammonia 2","1/11/2024 15:44"
"1295","1705005853",NA,NA,NA,NA,NA,NA,NA
"1296",NA,NA,NA,NA,NA,NA,NA,NA
"1297",NA,NA,NA,NA,NA,NA,NA,NA
"1298","1705005854",NA,NA,NA,NA,NA,NA,NA
"1299","Blank",23,-0.05014,0.012989,0,"mg N/L","Ammonia 2","1/11/2024 15:46"
"1300","1705006013",NA,NA,NA,NA,NA,NA,NA
"1301",NA,NA,NA,NA,NA,NA,NA,NA
"1302",NA,NA,NA,NA,NA,NA,NA,NA
"1303","GCW_202305_WC_LysA_10cm",24,10.242255,0.069351,0,"mg N/L","Ammonia 2","1/11/2024 15:49"
"1304",NA,NA,NA,NA,NA,NA,NA,NA
"1305",NA,NA,NA,NA,NA,NA,NA,NA
"1306","GCW_202305_WC_LysA_20cm",25,12.998378,0.084444,0,"mg N/L","Ammonia 2","1/11/2024 15:52"
"1307",NA,NA,NA,NA,NA,NA,NA,NA
"1308",NA,NA,NA,NA,NA,NA,NA,NA
"1309","GCW_202305_WC_LysA_45cm",26,109.69928,0.613984,0,"mg N/L","Ammonia 2","1/11/2024 15:54"
"1310",NA,NA,NA,NA,NA,NA,NA,NA
"1311",NA,NA,NA,NA,NA,NA,NA,NA
"1312","GCW_202305_WC_LysB_10cm",27,17.079489,0.106792,0,"mg N/L","Ammonia 2","1/11/2024 15:57"
"1313",NA,NA,NA,NA,NA,NA,NA,NA
"1314",NA,NA,NA,NA,NA,NA,NA,NA
"1315","GCW_202305_WC_LysB_20cm",28,20.31172,0.124492,0,"mg N/L","Ammonia 2","1/11/2024 16:00"
"1316",NA,NA,NA,NA,NA,NA,NA,NA
"1317",NA,NA,NA,NA,NA,NA,NA,NA
"1318","GCW_202305_WC_LysB_45cm",29,135.633453,0.756001,0,"mg N/L","Ammonia 2","1/11/2024 16:02"
"1319",NA,NA,NA,NA,NA,NA,NA,NA
"1320",NA,NA,NA,NA,NA,NA,NA,NA
"1321","GCW_202305_WC_LysC_10cm",30,9.909323,0.067528,0,"mg N/L","Ammonia 2","1/11/2024 16:05"
"1322",NA,NA,NA,NA,NA,NA,NA,NA
"1323",NA,NA,NA,NA,NA,NA,NA,NA
"1324","GCW_202305_WC_LysC_20cm",31,7.537784,0.054541,0,"mg N/L","Ammonia 2","1/11/2024 16:08"
"1325",NA,NA,NA,NA,NA,NA,NA,NA
"1326",NA,NA,NA,NA,NA,NA,NA,NA
"1327","GCW_202305_WC_LysC_45cm",32,27.553556,0.164149,0,"mg N/L","Ammonia 2","1/11/2024 16:10"
"1328",NA,NA,NA,NA,NA,NA,NA,NA
"1329",NA,NA,NA,NA,NA,NA,NA,NA
"1330","Duplicate",33,29.86261,0.176794,0,"mg N/L","Ammonia 2","1/11/2024 16:13"
"1331","1705007613",NA,NA,NA,NA,NA,NA,NA
"1332",NA,NA,NA,NA,NA,NA,NA,NA
"1333",NA,NA,NA,NA,NA,NA,NA,NA
"1334",NA,NA,NA,NA,NA,NA,NA,NA
"1335","1mg/L ammonia",34,94.830864,0.532564,0,"mg N/L","Ammonia 2","1/11/2024 16:16"
"1336","1705007773",NA,NA,NA,NA,NA,NA,NA
"1337",NA,NA,NA,NA,NA,NA,NA,NA
"1338",NA,NA,NA,NA,NA,NA,NA,NA
"1339","1705007774",NA,NA,NA,NA,NA,NA,NA
"1340","Blank",35,-0.305983,0.011588,0,"mg N/L","Ammonia 2","1/11/2024 16:18"
"1341","1705007933",NA,NA,NA,NA,NA,NA,NA
"1342",NA,NA,NA,NA,NA,NA,NA,NA
"1343",NA,NA,NA,NA,NA,NA,NA,NA
"1344","GCW_202305_SW_A",36,12.819998,0.083467,0,"mg N/L","Ammonia 2","1/11/2024 16:21"
"1345",NA,NA,NA,NA,NA,NA,NA,NA
"1346",NA,NA,NA,NA,NA,NA,NA,NA
"1347","Auto Spike",37,122.900635,0.583613,0,"mg N/L","Ammonia 2","1/11/2024 16:24"
"1348","1705008253",NA,NA,NA,NA,NA,NA,NA
"1349",NA,NA,NA,NA,NA,NA,NA,NA
"1350",NA,NA,NA,NA,NA,NA,NA,NA
"1351",NA,NA,NA,NA,NA,NA,NA,NA
"1352",NA,NA,NA,NA,NA,NA,NA,NA
"1353","GCW_202305_SW_B",38,7.160057,0.052473,0,"mg N/L","Ammonia 2","1/11/2024 16:26"
"1354",NA,NA,NA,NA,NA,NA,NA,NA
"1355",NA,NA,NA,NA,NA,NA,NA,NA
"1356","GCW_202305_SW_C",39,8.671842,0.060752,0,"mg N/L","Ammonia 2","1/11/2024 16:29"
"1357",NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,NA,NA,NA,NA,NA
"1359",NA,NA,NA,NA,NA,NA,NA,NA
"1360",NA,NA,NA,NA,NA,NA,NA,NA
"1361",NA,NA,NA,NA,NA,NA,NA,NA
"1362","Standard 1",0,0.018544,0.018544,0,"mg N/L","Ammonia 2","1/11/2024 17:50"
"1363","Standard .0389",1,0.03839,0.03839,0,"mg N/L","Ammonia 2","1/11/2024 17:53"
"1364","Standard .1000",2,0.070598,0.070598,0,"mg N/L","Ammonia 2","1/11/2024 17:56"
"1365","Standard .2000",3,0.123728,0.123728,0,"mg N/L","Ammonia 2","1/11/2024 17:58"
"1366","Standard .5000",4,0.280365,0.280365,0,"mg N/L","Ammonia 2","1/11/2024 18:01"
"1367","Standard 1.0000",5,0.562289,0.562289,0,"mg N/L","Ammonia 2","1/11/2024 18:04"
"1368","Standard 1.5000",6,0.809374,0.809374,0,"mg N/L","Ammonia 2","1/11/2024 18:06"
"1369","Standard 2.0000",7,1.07804,1.07804,0,"mg N/L","Ammonia 2","1/11/2024 18:09"
"1370","Standard 0",8,0.017661,0.017661,0,"mg N/L","Ammonia 2","1/11/2024 18:12"
"1371","1/11/2024 18:12",NA,NA,NA,NA,NA,NA,NA
"1372","1mg/L ammonia",9,1.04271,0.571823,0,"mg N/L","Ammonia 2","1/11/2024 18:14"
"1373","1705014898",NA,NA,NA,NA,NA,NA,NA
"1374",NA,NA,NA,NA,NA,NA,NA,NA
"1375","1705014898",NA,NA,NA,NA,NA,NA,NA
"1376","Blank",10,0.002293,0.019786,0,"mg N/L","Ammonia 2","1/11/2024 18:17"
"1377","1705015058",NA,NA,NA,NA,NA,NA,NA
"1378",NA,NA,NA,NA,NA,NA,NA,NA
"1379","GCW_202305_UP_LysA_20cm",11,0.024228,0.031425,0,"mg N/L","Ammonia 2","1/11/2024 18:20"
"1380","GCW_202305_UP_LysB_10cm",12,0.052255,0.046296,0,"mg N/L","Ammonia 2","1/11/2024 18:22"
"1381","GCW_202305_UP_LysB_20cm",13,1.942844,1.049427,0,"mg N/L","Ammonia 2","1/11/2024 18:25"
"1382","GCW_202305_TR_LysA_20cm",14,0.45072,0.257718,0,"mg N/L","Ammonia 2","1/11/2024 18:28"
"1383","GCW_202305_TR_LysA_45cm",15,0.097288,0.07019,0,"mg N/L","Ammonia 2","1/11/2024 18:30"
"1384","GCW_202305_TR_LysB_10cm",16,0.117903,0.081128,0,"mg N/L","Ammonia 2","1/11/2024 18:33"
"1385","GCW_202305_TR_LysB_20cm",17,0.671259,0.374734,0,"mg N/L","Ammonia 2","1/11/2024 18:36"
"1386","GCW_202305_TR_LysC_10cm",18,0.065526,0.053337,0,"mg N/L","Ammonia 2","1/11/2024 18:38"
"1387","Duplicate",19,0.065856,0.053513,0,"mg N/L","Ammonia 2","1/11/2024 18:41"
"1388","1705016498",NA,NA,NA,NA,NA,NA,NA
"1389",NA,NA,NA,NA,NA,NA,NA,NA
"1390","GCW_202305_TR_LysC_20cm",20,0.507497,0.287843,0,"mg N/L","Ammonia 2","1/11/2024 18:44"
"1391","Auto Spike",21,1.62684,0.750085,0,"mg N/L","Ammonia 2","1/11/2024 18:46"
"1392","1705016818",NA,NA,NA,NA,NA,NA,NA
"1393",NA,NA,NA,NA,NA,NA,NA,NA
"1394","1mg/L ammonia",22,0.969968,0.533227,0,"mg N/L","Ammonia 2","1/11/2024 18:49"
"1395","1705016978",NA,NA,NA,NA,NA,NA,NA
"1396",NA,NA,NA,NA,NA,NA,NA,NA
"1397","Blank",23,-0.005086,0.015871,0,"mg N/L","Ammonia 2","1/11/2024 18:52"
"1398","1705017138",NA,NA,NA,NA,NA,NA,NA
"1399",NA,NA,NA,NA,NA,NA,NA,NA
"1400","GCW_202305_WC_LysA_10cm",24,0.111035,0.077484,0,"mg N/L","Ammonia 2","1/11/2024 18:54"
"1401","GCW_202305_WC_LysA_20cm",25,0.155339,0.100992,0,"mg N/L","Ammonia 2","1/11/2024 18:57"
"1402","GCW_202305_WC_LysA_45cm",26,1.029902,0.565027,0,"mg N/L","Ammonia 2","1/11/2024 19:00"
"1403","GCW_202305_WC_LysB_10cm",27,0.207474,0.128654,0,"mg N/L","Ammonia 2","1/11/2024 19:02"
"1404","GCW_202305_WC_LysB_20cm",28,0.198585,0.123938,0,"mg N/L","Ammonia 2","1/11/2024 19:05"
"1405","GCW_202305_WC_LysB_45cm",29,1.079473,0.591329,0,"mg N/L","Ammonia 2","1/11/2024 19:08"
"1406","GCW_202305_WC_LysC_10cm",30,0.100401,0.071842,0,"mg N/L","Ammonia 2","1/11/2024 19:10"
"1407","GCW_202305_WC_LysC_20cm",31,0.103855,0.073674,0,"mg N/L","Ammonia 2","1/11/2024 19:13"
"1408","GCW_202305_WC_LysC_45cm",32,0.243211,0.147616,0,"mg N/L","Ammonia 2","1/11/2024 19:16"
"1409","Duplicate",33,0.309665,0.182875,0,"mg N/L","Ammonia 2","1/11/2024 19:18"
"1410","1705018738",NA,NA,NA,NA,NA,NA,NA
"1411",NA,NA,NA,NA,NA,NA,NA,NA
"1412",NA,NA,NA,NA,NA,NA,NA,NA
"1413","1mg/L ammonia",34,0.971545,0.534063,0,"mg N/L","Ammonia 2","1/11/2024 19:21"
"1414","1705018898",NA,NA,NA,NA,NA,NA,NA
"1415",NA,NA,NA,NA,NA,NA,NA,NA
"1416","Blank",35,-0.004491,0.016187,0,"mg N/L","Ammonia 2","1/11/2024 19:24"
"1417","1705019058",NA,NA,NA,NA,NA,NA,NA
"1418",NA,NA,NA,NA,NA,NA,NA,NA
"1419","GCW_202305_SW_A",36,0.114225,0.079177,0,"mg N/L","Ammonia 2","1/11/2024 19:26"
"1420","Auto Spike",37,1.280246,0.594237,0,"mg N/L","Ammonia 2","1/11/2024 19:29"
"1421","1705019378",NA,NA,NA,NA,NA,NA,NA
"1422",NA,NA,NA,NA,NA,NA,NA,NA
"1423","GCW_202305_SW_B",38,0.076059,0.058926,0,"mg N/L","Ammonia 2","1/11/2024 19:32"
"1424","GCW_202305_SW_C",39,0.086983,0.064722,0,"mg N/L","Ammonia 2","1/11/2024 19:34"
"1425","MSM_202305_UP_LysA_20cm",40,1.038633,0.56966,0,"mg N/L","Ammonia 2","1/11/2024 19:37"
"1426","MSM_202305_UP_LysA_45cm",41,1.378821,0.750161,0,"mg N/L","Ammonia 2","1/11/2024 19:40"
"1427","MSM_202305_UP_LysB_10cm",42,0.120079,0.082283,0,"mg N/L","Ammonia 2","1/11/2024 19:42"
"1428","MSM_202305_UP_LysB_20cm",43,0.336225,0.196968,0,"mg N/L","Ammonia 2","1/11/2024 19:45"
"1429","MSM_202305_UP_LysB_45cm",44,0.52005,0.294504,0,"mg N/L","Ammonia 2","1/11/2024 19:48"
"1430","MSM_202305_UP_LysC_10cm",45,0.479273,0.272868,0,"mg N/L","Ammonia 2","1/11/2024 19:50"
"1431","1mg/L ammonia",46,0.958418,0.527098,0,"mg N/L","Ammonia 2","1/11/2024 19:53"
"1432","1705020818",NA,NA,NA,NA,NA,NA,NA
"1433",NA,NA,NA,NA,NA,NA,NA,NA
"1434","Blank",47,-0.00552,0.015641,0,"mg N/L","Ammonia 2","1/11/2024 19:56"
"1435","1705020978",NA,NA,NA,NA,NA,NA,NA
"1436",NA,NA,NA,NA,NA,NA,NA,NA
"1437","MSM_202305_UP_LysC_20cm",48,1.262636,0.688514,0,"mg N/L","Ammonia 2","1/11/2024 19:58"
"1438","MSM_202305_UP_LysC_45cm",49,1.55332,0.842749,0,"mg N/L","Ammonia 2","1/11/2024 20:01"
"1439","MSM_202305_TR_LysA_10cm",50,0.235197,0.143363,0,"mg N/L","Ammonia 2","1/11/2024 20:04"
"1440","MSM_202305_TR_LysB_20cm",51,1.133378,0.619931,0,"mg N/L","Ammonia 2","1/11/2024 20:06"
"1441","Duplicate",52,1.055911,0.578828,0,"mg N/L","Ammonia 2","1/11/2024 20:09"
"1442","1705021778",NA,NA,NA,NA,NA,NA,NA
"1443",NA,NA,NA,NA,NA,NA,NA,NA
"1444","MSM_202305_TR_LysB_10cm",53,0.274356,0.164141,0,"mg N/L","Ammonia 2","1/11/2024 20:12"
"1445","Auto Spike",54,1.216684,0.565656,0,"mg N/L","Ammonia 2","1/11/2024 20:14"
"1446","1705022098",NA,NA,NA,NA,NA,NA,NA
"1447",NA,NA,NA,NA,NA,NA,NA,NA
"1448","MSM_202305_TR_LysA_20cm",55,1.781698,0.963924,0,"mg N/L","Ammonia 2","1/11/2024 20:17"
"1449","MSM_202305_TR_LysA_45cm",56,1.143704,0.625409,0,"mg N/L","Ammonia 2","1/11/2024 20:20"
"1450","MSM_202305_TR_LysB_45cm",57,1.324768,0.721481,0,"mg N/L","Ammonia 2","1/11/2024 20:22"
"1451","1mg/L ammonia",58,0.975976,0.536414,0,"mg N/L","Ammonia 2","1/11/2024 20:25"
"1452","1705022738",NA,NA,NA,NA,NA,NA,NA
"1453",NA,NA,NA,NA,NA,NA,NA,NA
"1454","Blank",59,-0.004452,0.016207,0,"mg N/L","Ammonia 2","1/11/2024 20:28"
"1455","1705022898",NA,NA,NA,NA,NA,NA,NA
"1456",NA,NA,NA,NA,NA,NA,NA,NA
"1457","MSM_202305_TR_LysC_10cm",60,0.44207,0.253128,0,"mg N/L","Ammonia 2","1/11/2024 20:30"
"1458","MSM_202305_TR_LysC_20cm",61,1.77043,0.957945,0,"mg N/L","Ammonia 2","1/11/2024 20:33"
"1459","MSM_202305_TR_LysC_45cm",62,1.788528,0.967548,0,"mg N/L","Ammonia 2","1/11/2024 20:36"
"1460","MSM_202305_WC_LysA_10cm",63,0.189209,0.118962,0,"mg N/L","Ammonia 2","1/11/2024 20:38"
"1461","MSM_202305_WC_LysA_20cm",64,0.272442,0.163125,0,"mg N/L","Ammonia 2","1/11/2024 20:41"
"1462","MSM_202305_WC_LysA_45cm",65,0.221449,0.136069,0,"mg N/L","Ammonia 2","1/11/2024 20:44"
"1463","MSM_202305_WC_LysB_10cm",66,0.220078,0.135341,0,"mg N/L","Ammonia 2","1/11/2024 20:46"
"1464","Duplicate",67,0.246477,0.149348,0,"mg N/L","Ammonia 2","1/11/2024 20:49"
"1465","1705024179",NA,NA,NA,NA,NA,NA,NA
"1466",NA,NA,NA,NA,NA,NA,NA,NA
"1467",NA,NA,NA,NA,NA,NA,NA,NA
"1468","MSM_202305_WC_LysB_20cm",68,0.131541,0.088365,0,"mg N/L","Ammonia 2","1/11/2024 20:52"
"1469","Auto Spike",69,1.227892,0.570696,0,"mg N/L","Ammonia 2","1/11/2024 20:54"
"1470","1705024499",NA,NA,NA,NA,NA,NA,NA
"1471",NA,NA,NA,NA,NA,NA,NA,NA
"1472","1mg/L ammonia",70,0.968554,0.532477,0,"mg N/L","Ammonia 2","1/11/2024 20:57"
"1473","1705024660",NA,NA,NA,NA,NA,NA,NA
"1474",NA,NA,NA,NA,NA,NA,NA,NA
"1475","Blank",71,0.017016,0.027598,0,"mg N/L","Ammonia 2","1/11/2024 21:00"
"1476","1705024821",NA,NA,NA,NA,NA,NA,NA
"1477",NA,NA,NA,NA,NA,NA,NA,NA
"1478","MSM_202305_WC_LysC_10cm",72,0.15279,0.099639,0,"mg N/L","Ammonia 2","1/11/2024 21:03"
"1479","MSM_202305_WC_LysC_20cm",73,0.609511,0.341971,0,"mg N/L","Ammonia 2","1/11/2024 21:05"
"1480","MSM_202305_SW_A",74,0.075749,0.058762,0,"mg N/L","Ammonia 2","1/11/2024 21:08"
"1481","MSM_202305_SW_B",75,0.193575,0.121279,0,"mg N/L","Ammonia 2","1/11/2024 21:11"
"1482","MSM_202305_SW_C",76,0.21632,0.133347,0,"mg N/L","Ammonia 2","1/11/2024 21:13"
"1483","Abs_Chk_10ppt",77,0.019981,0.029172,0,"mg N/L","Ammonia 2","1/11/2024 21:16"
"1484","Auto Spike",78,1.06873,0.499129,0,"mg N/L","Ammonia 2","1/11/2024 21:19"
"1485","1705025943",NA,NA,NA,NA,NA,NA,NA
"1486",NA,NA,NA,NA,NA,NA,NA,NA
"1487","Abs_Chk_20ppt",79,0.034478,0.036864,0,"mg N/L","Ammonia 2","1/11/2024 21:21"
"1488","Auto Spike",80,1.0567,0.493719,0,"mg N/L","Ammonia 2","1/11/2024 21:24"
"1489","1705026259",NA,NA,NA,NA,NA,NA,NA
"1490",NA,NA,NA,NA,NA,NA,NA,NA
"1491","peChk_NH3_PO4",81,1.418374,0.771147,0,"mg N/L","Ammonia 2","1/11/2024 21:27"
"1492","1mg/L ammonia",82,0.95809,0.526924,0,"mg N/L","Ammonia 2","1/11/2024 21:29"
"1493","1705026584",NA,NA,NA,NA,NA,NA,NA
"1494",NA,NA,NA,NA,NA,NA,NA,NA
"1495","Blank",83,-0.000115,0.018509,0,"mg N/L","Ammonia 2","1/11/2024 21:32"
"1496","1705026746",NA,NA,NA,NA,NA,NA,NA
"1497",NA,NA,NA,NA,NA,NA,NA,NA
"1498","Standard 1",0,0.000789,0.000789,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:40"
"1499","Standard 90",1,0.036082,0.036082,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:41"
"1500","Standard 91",2,0.089073,0.089073,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:43"
"1501","Standard 92",3,0.175718,0.175718,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:44"
"1502","Standard 93",4,0.406257,0.406257,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:46"
"1503","Standard 94",5,0.58553,0.58553,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:47"
"1504","Standard 95",6,0.611288,0.611288,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:48"
"1505","Standard 96",7,0.59104,0.59104,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:50"
"1506","Standard 0",8,0.000696,0.000696,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:51"
"1507","1/11/2024 21:51",NA,NA,NA,NA,NA,NA,NA
"1508","0.15 mg/L",9,-0.046203,0.001923,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:52"
"1509","1705027968",NA,NA,NA,NA,NA,NA,NA
"1510",NA,NA,NA,NA,NA,NA,NA,NA
"1511",NA,NA,NA,NA,NA,NA,NA,NA
"1512","Blank",10,-0.046751,0.000762,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:54"
"1513","1705028050",NA,NA,NA,NA,NA,NA,NA
"1514",NA,NA,NA,NA,NA,NA,NA,NA
"1515",NA,NA,NA,NA,NA,NA,NA,NA
"1516","GCW_202305_UP_LysA_20cm",11,-0.045479,0.003458,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:55"
"1517","GCW_202305_UP_LysB_10cm",12,-0.046617,0.001045,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:56"
"1518","GCW_202305_UP_LysB_20cm",13,-0.046431,0.001439,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:58"
"1519","GCW_202305_TR_LysA_20cm",14,-0.045904,0.002557,0,"mg P/L","o-PHOS 0.3","1/11/2024 21:59"
"1520","GCW_202305_TR_LysA_45cm",15,-0.046011,0.00233,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:00"
"1521","GCW_202305_TR_LysB_10cm",16,-0.043767,0.007084,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:02"
"1522","GCW_202305_TR_LysB_20cm",17,-0.043572,0.007498,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:03"
"1523","GCW_202305_TR_LysC_10cm",18,-0.04476,0.00498,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:04"
"1524","Duplicate",19,0.263877,0.658941,0,"mg P/L","o-PHOS 0.3","1/11/2024 22:06"
