Site,Site Code,Zone,Zone Code,Point ID,Location of Measure,Type,Field User Description,Northing,Easting,Elevation,GlobalLati,GlobalLong,GlobalElli,LocalLatit,LocalLongi,LocalEllip,H_Prec_Obs,V_Prec_Obs,Date_Obs,Time_Obs
Sweet Hall,SWH,Wetland,WC,SWH_WC_LoggerBox,Pole Base ,Logger Box,wcloggerbox,4159416.38,332462.09,0.177,NA,NA,NA,37.5666,-76.8970,-34.2321,0.012,0.016,2/18/2025,11:21:57 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Teros,Teros cluster,Teros12,wcteros,4159415.51,332463.25,0.182,NA,NA,NA,37.5665,-76.8970,-34.2279,0.024,0.020,2/18/2025,11:22:22 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Teros,Teros cluster,Teros12,wcteros-2,4159417.59,332462.97,0.229,NA,NA,NA,37.5666,-76.8970,-34.1800,0.030,0.024,2/18/2025,11:23:06 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Macrophyte_Flux_Collar_1,Front corner ,GHG Macrophyte Flux Collar,wcflux1,4159423.95,332461.08,0.245,NA,NA,NA,37.5666,-76.8970,-34.1645,0.013,0.017,2/18/2025,11:23:35 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Macrophyte_Flux_Collar_2,Front corner ,GHG Macrophyte Flux Collar,wcflux2,4159422.16,332460.99,0.249,NA,NA,NA,37.5666,-76.8970,-34.1608,0.012,0.016,2/18/2025,11:23:44 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Macrophyte_Flux_Collar_3,Front corner ,GHG Macrophyte Flux Collar,wcflux3,4159419.83,332461.14,0.275,NA,NA,NA,37.5666,-76.8970,-34.1339,0.012,0.016,2/18/2025,11:23:56 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Macrophyte_Flux_Collar_4,Front corner ,GHG Macrophyte Flux Collar,wcflux4,4159414.13,332462.43,0.254,NA,NA,NA,37.5665,-76.8970,-34.1553,0.010,0.016,2/18/2025,11:24:11 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Macrophyte_Flux_Collar_5,Front corner ,GHG Macrophyte Flux Collar,wcflux5,4159411.93,332463.19,0.271,NA,NA,NA,37.5665,-76.8970,-34.1386,0.010,0.016,2/18/2025,11:24:22 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Lysimeters_A,Center of Cluster,Porewater Lysimeter,wcsipa,4159422.86,332461.47,0.171,NA,NA,NA,37.5666,-76.8970,-34.2387,0.012,0.015,2/18/2025,11:24:49 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Lysimeters_B,Center of Cluster,Porewater Lysimeter,wcsipb,4159420.95,332461.41,0.176,NA,NA,NA,37.5666,-76.8970,-34.2333,0.012,0.014,2/18/2025,11:25:02 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_Lysimeters_C,Center of Cluster,Porewater Lysimeter,wcsipc,4159413.06,332463.39,0.178,NA,NA,NA,37.5665,-76.8970,-34.2314,0.012,0.015,2/18/2025,11:25:23 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_GasWells_A,Center of Cluster,GHG Soil Gas Well,wcgaswella,4159423.01,332461.69,0.172,NA,NA,NA,37.5666,-76.8970,-34.2370,0.015,0.022,2/18/2025,11:25:48 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_GasWells_B,Center of Cluster,GHG Soil Gas Well,wcgaswellb,4159420.47,332461.56,0.168,NA,NA,NA,37.5666,-76.8970,-34.2413,0.012,0.015,2/18/2025,11:26:02 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_GasWells_C,Center of Cluster,GHG Soil Gas Well,wcgaswellc,4159412.99,332463.70,0.189,NA,NA,NA,37.5665,-76.8970,-34.2209,0.011,0.013,2/18/2025,11:26:25 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_1,Front corner ,Ground Vegetation Plot,wcveg1a,4159424.78,332460.21,0.151,NA,NA,NA,37.5666,-76.8971,-34.2582,0.011,0.014,2/18/2025,11:27:10 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_1,Back corner,Ground Vegetation Plot,wcveg1b,4159422.89,332460.11,0.173,NA,NA,NA,37.5666,-76.8971,-34.2360,0.011,0.014,2/18/2025,11:27:22 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_2,Front corner ,Ground Vegetation Plot,wcveg2a,4159422.19,332460.17,0.160,NA,NA,NA,37.5666,-76.8971,-34.2492,0.011,0.014,2/18/2025,11:27:36 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_2,Back corner,Ground Vegetation Plot,wcveg2b,4159420.18,332460.23,0.160,NA,NA,NA,37.5666,-76.8971,-34.2489,0.011,0.014,2/18/2025,11:27:49 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_3,Front corner ,Ground Vegetation Plot,wcveg3a,4159419.41,332460.38,0.157,NA,NA,NA,37.5666,-76.8971,-34.2527,0.011,0.014,2/18/2025,11:28:04 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_3,Back corner,Ground Vegetation Plot,wcveg3b,4159417.52,332460.63,0.175,NA,NA,NA,37.5666,-76.8971,-34.2340,0.011,0.014,2/18/2025,11:28:17 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_4,Front corner ,Ground Vegetation Plot,wcveg4a,4159415.61,332461.16,0.176,NA,NA,NA,37.5665,-76.8970,-34.2338,0.011,0.014,2/18/2025,11:28:34 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_4,Back corner,Ground Vegetation Plot,wcveg4b,4159413.62,332461.65,0.182,NA,NA,NA,37.5665,-76.8970,-34.2274,0.010,0.014,2/18/2025,11:28:48 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_5,Front corner ,Ground Vegetation Plot,wcveg5a,4159412.76,332461.88,0.192,NA,NA,NA,37.5665,-76.8970,-34.2173,0.012,0.014,2/18/2025,11:28:59 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_VegPlot_5,Back corner,Ground Vegetation Plot,wcveg5b,4159410.87,332462.51,0.174,NA,NA,NA,37.5665,-76.8970,-34.2352,0.012,0.014,2/18/2025,11:29:12 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_WeatherStation,Pole Base ,Weather Station,wcweather,4159417.64,332461.73,0.181,NA,NA,NA,37.5666,-76.8970,-34.2282,0.012,0.018,2/18/2025,11:30:07 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_SamplingZone,Front corner ,Sampling Zone,wcsample1,4159416.23,332448.85,0.158,NA,NA,NA,37.5666,-76.8972,-34.2512,0.011,0.016,2/18/2025,11:30:35 AM
Sweet Hall,SWH,Wetland,WC,SWH_WC_SamplingZone,Back corner,Sampling Zone,wcsample2,4159416.13,332446.81,0.139,NA,NA,NA,37.5665,-76.8972,-34.2702,0.010,0.016,2/18/2025,11:30:53 AM
Sweet Hall,SWH,Upland,UP,SWH_UP_LoggerBox,Pole Base ,Logger Box,upbox,4159891.93,332618.83,0.981,NA,NA,NA,37.5709,-76.8954,-33.4231,0.033,0.072,2/18/2025,11:58:00 AM
Sweet Hall,SWH,Upland,UP,SWH_UP_Lysimeters_B,Center of Cluster,Porewater Lysimeter,upsipb,4159891.35,332619.46,4.126,NA,NA,NA,37.5709,-76.8954,-30.2780,0.196,0.129,2/18/2025,12:06:01 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_GasWells_B,Center of Cluster,GHG Soil Gas Well,upgasb,4159892.02,332620.07,1.007,NA,NA,NA,37.5709,-76.8954,-33.3972,0.029,0.058,2/18/2025,12:08:09 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Soil_Flux_Collar_3,Center of Collar ,GHG Soil Flux Collar,upflux3,4159890.33,332620.01,0.977,NA,NA,NA,37.5709,-76.8954,-33.4273,0.031,0.090,2/18/2025,12:10:48 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Soil_Flux_Collar_5,Center of Collar ,GHG Soil Flux Collar,upflux5,4159885.30,332619.52,0.951,NA,NA,NA,37.5708,-76.8954,-33.4535,0.027,0.076,2/18/2025,12:18:41 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Soil_Flux_Collar_4,Center of Collar ,GHG Soil Flux Collar,upflux4,4159890.03,332615.05,0.800,NA,NA,NA,37.5708,-76.8954,-33.6039,0.031,0.065,2/18/2025,12:20:21 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_GasWells_C,Center of Cluster,GHG Soil Gas Well,upgasc,4159890.64,332616.74,0.957,NA,NA,NA,37.5709,-76.8954,-33.4466,0.028,0.072,2/18/2025,12:22:36 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Lysimeters_C,Center of Cluster,Porewater Lysimeter,upsipperc,4159889.97,332616.06,0.945,NA,NA,NA,37.5708,-76.8954,-33.4586,0.032,0.093,2/18/2025,12:24:51 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Soil_Flux_Collar_1,Center of Collar ,GHG Soil Flux Collar,upflux1,4159894.51,332614.02,1.124,NA,NA,NA,37.5709,-76.8954,-33.2795,0.029,0.060,2/18/2025,12:26:14 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Soil_Flux_Collar_2,Center of Collar ,GHG Soil Flux Collar,upflux2,4159894.60,332620.00,1.156,NA,NA,NA,37.5709,-76.8954,-33.2478,0.026,0.058,2/18/2025,12:27:36 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_GasWells_A,Center of Cluster,GHG Soil Gas Well,upgasa,4159895.33,332618.94,1.032,NA,NA,NA,37.5709,-76.8954,-33.3717,0.019,0.042,2/18/2025,12:28:46 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Lysimeters_A,Center of Cluster,Porewater Lysimeter,upsippera,4159895.31,332619.75,1.106,NA,NA,NA,37.5709,-76.8954,-33.2977,0.028,0.058,2/18/2025,12:29:31 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Teros,Teros cluster,Teros12,upteros15,4159895.01,332619.45,1.037,NA,NA,NA,37.5709,-76.8954,-33.3673,0.025,0.060,2/18/2025,12:30:48 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_Teros,Teros cluster,Teros12,upteros26,4159891.50,332620.73,1.050,NA,NA,NA,37.5709,-76.8953,-33.3544,0.023,0.057,2/18/2025,12:31:18 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_2,Front corner ,Ground Vegetation Plot,upveg2a,4159892.67,332611.21,1.160,NA,NA,NA,37.5709,-76.8955,-33.2439,0.024,0.060,2/18/2025,12:32:33 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_2,Back corner,Ground Vegetation Plot,upveg2b,4159893.00,332614.11,1.020,NA,NA,NA,37.5709,-76.8954,-33.3840,0.025,0.071,2/18/2025,12:33:25 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_3,Front corner ,Ground Vegetation Plot,upveg3a,4159898.18,332618.70,1.113,NA,NA,NA,37.5709,-76.8954,-33.2913,0.024,0.059,2/18/2025,12:34:50 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_3,Back corner,Ground Vegetation Plot,upveg3b,4159898.93,332621.73,3.126,NA,NA,NA,37.5709,-76.8953,-31.2779,0.038,0.089,2/18/2025,12:36:51 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_5,Front corner ,Ground Vegetation Plot,upveg5a,4159894.19,332624.37,10.869,NA,NA,NA,37.5709,-76.8953,-23.5356,0.552,3.028,2/18/2025,12:38:18 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_5,Back corner,Ground Vegetation Plot,upveg5b,4159892.74,332625.84,1.900,NA,NA,NA,37.5709,-76.8953,-32.5041,0.029,0.058,2/18/2025,12:39:06 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_4,Front corner ,Ground Vegetation Plot,upveg4a,4159888.67,332621.15,0.956,NA,NA,NA,37.5708,-76.8953,-33.4486,0.031,0.082,2/18/2025,12:40:25 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_4,Back corner,Ground Vegetation Plot,upveg4b,4159888.98,332624.01,0.973,NA,NA,NA,37.5708,-76.8953,-33.4308,0.022,0.055,2/18/2025,12:41:20 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_1,Front corner ,Ground Vegetation Plot,upveg1a,4159887.42,332617.18,0.921,NA,NA,NA,37.5708,-76.8954,-33.4831,0.054,0.155,2/18/2025,12:43:13 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_VegPlot_1,Back corner,Ground Vegetation Plot,upveg1b,4159887.58,332619.96,0.877,NA,NA,NA,37.5708,-76.8954,-33.5276,0.031,0.070,2/18/2025,12:44:09 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_SamplingZone,Front corner ,Sampling Zone,upsample,4159900.19,332612.00,1.241,NA,NA,NA,37.5709,-76.8954,-33.1623,0.021,0.040,2/18/2025,12:45:39 PM
Sweet Hall,SWH,Upland,UP,SWH_UP_SamplingZone,Back corner,Sampling Zone,upsample2,4159904.78,332615.85,1.450,NA,NA,NA,37.5710,-76.8954,-32.9542,0.076,0.177,2/18/2025,12:46:18 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Soil_Flux_4,Center of Collar ,GHG Soil Flux Collar,swampflux4,4159882.71,332590.16,0.901,NA,NA,NA,37.5708,-76.8957,-33.5028,0.031,0.061,2/18/2025,12:49:58 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Soil_Flux_3,Center of Collar ,GHG Soil Flux Collar,swampflux3,4159874.03,332586.73,0.866,NA,NA,NA,37.5707,-76.8957,-33.5377,0.023,0.057,2/18/2025,12:51:01 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Lysimeters_C,Center of Cluster,Porewater Lysimeter,swampcsipper,4159866.29,332600.75,0.770,NA,NA,NA,37.5706,-76.8956,-33.6339,0.028,0.055,2/18/2025,12:52:13 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_GasWells_C,Center of Cluster,GHG Soil Gas Well,swampcgas,4159866.89,332600.51,0.620,NA,NA,NA,37.5706,-76.8956,-33.7841,0.023,0.039,2/18/2025,12:52:37 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Teros,Teros cluster,Teros12,swampcteros4,4159866.96,332601.11,0.734,NA,NA,NA,37.5706,-76.8956,-33.6702,0.026,0.033,2/18/2025,12:53:02 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_MultiplexerBox,Pole Base ,Multiplexer Box,swampcbox,4159865.50,332601.26,0.730,NA,NA,NA,37.5706,-76.8956,-33.6738,0.019,0.033,2/18/2025,12:53:34 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Teros,Teros cluster,Teros12,swampcteroc2,4159867.06,332602.31,0.689,NA,NA,NA,37.5706,-76.8955,-33.7155,0.022,0.036,2/18/2025,12:54:13 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Soil_Flux_5,Center of Collar ,GHG Soil Flux Collar,swampflux5,4159865.82,332604.92,0.814,NA,NA,NA,37.5706,-76.8955,-33.5900,0.023,0.046,2/18/2025,12:54:47 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Soil_Flux_2,Center of Collar ,GHG Soil Flux Collar,swampflux2,4159861.32,332583.37,0.800,NA,NA,NA,37.5706,-76.8958,-33.6042,0.024,0.043,2/18/2025,12:57:35 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Lysimeters_B,Center of Cluster,Porewater Lysimeter,swampbsipper,4159861.47,332582.72,0.811,NA,NA,NA,37.5706,-76.8958,-33.5924,0.032,0.066,2/18/2025,12:58:05 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_GasWells_B,Center of Cluster,GHG Soil Gas Well,swampbgas,4159861.31,332582.05,0.708,NA,NA,NA,37.5706,-76.8958,-33.6956,0.023,0.057,2/18/2025,12:58:34 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Teros,Teros cluster,Teros12,swamptaros15,4159860.07,332587.01,0.680,NA,NA,NA,37.5706,-76.8957,-33.7243,0.015,0.034,2/18/2025,12:59:37 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Teros,Teros cluster,Teros12,swamptaros13,4159859.11,332587.89,0.723,NA,NA,NA,37.5706,-76.8957,-33.6810,0.021,0.048,2/18/2025,1:00:13 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_LoggerBox,Pole Base ,Logger Box,swampabox,4159858.48,332586.31,0.724,NA,NA,NA,37.5706,-76.8957,-33.6804,0.015,0.028,2/18/2025,1:01:04 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Lysimeters_A,Center of Cluster,Porewater Lysimeter,swampsipa,4159858.38,332587.65,0.670,NA,NA,NA,37.5706,-76.8957,-33.7339,0.017,0.034,2/18/2025,1:02:26 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_GasWells_A,Center of Cluster,GHG Soil Gas Well,swampgasa,4159857.05,332588.10,0.658,NA,NA,NA,37.5705,-76.8957,-33.7457,0.018,0.027,2/18/2025,1:02:48 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_SWAMP_Soil_Flux_1,Center of Collar ,GHG Soil Flux Collar,swampflux1,4159858.60,332588.33,0.663,NA,NA,NA,37.5706,-76.8957,-33.7409,0.024,0.037,2/18/2025,1:03:10 PM
Sweet Hall,SWH,Swamp,SWAMP,SWH_TR_LoggerBox,Pole Base ,Logger Box,trbox,4159664.36,332510.50,0.448,NA,NA,NA,37.5688,-76.8965,-33.9579,0.024,0.042,2/18/2025,1:17:36 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_GasWells_A,Center of Cluster,GHG Soil Gas Well,tragas,4159664.73,332512.36,0.551,NA,NA,NA,37.5688,-76.8965,-33.8555,0.019,0.033,2/18/2025,1:19:46 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Lysimeters_A,Center of Cluster,Porewater Lysimeter,trasipper,4159665.10,332512.41,0.560,NA,NA,NA,37.5688,-76.8965,-33.8458,0.017,0.029,2/18/2025,1:20:08 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Teros,Teros cluster,Teros12,trteros1,4159663.53,332512.08,0.611,NA,NA,NA,37.5688,-76.8965,-33.7955,0.035,0.029,2/18/2025,1:21:24 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_6,Center of Collar ,GHG Soil Flux Collar,trflux6,4159666.07,332511.84,0.392,NA,NA,NA,37.5688,-76.8965,-34.0138,0.017,0.031,2/18/2025,1:22:23 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_1,Center of Collar ,GHG Soil Flux Collar,trflux1,4159664.85,332512.89,0.549,NA,NA,NA,37.5688,-76.8965,-33.8568,0.021,0.035,2/18/2025,1:22:49 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Lysimeters_B,Center of Cluster,Porewater Lysimeter,trbsipper,4159665.03,332513.96,0.558,NA,NA,NA,37.5688,-76.8965,-33.8475,0.016,0.028,2/18/2025,1:23:18 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_GasWells_B,Center of Cluster,GHG Soil Gas Well,trbgas,4159664.65,332513.75,0.518,NA,NA,NA,37.5688,-76.8965,-33.8878,0.020,0.027,2/18/2025,1:23:47 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_2,Center of Collar ,GHG Soil Flux Collar,trflux2,4159663.03,332518.54,0.509,NA,NA,NA,37.5688,-76.8965,-33.8976,0.018,0.031,2/18/2025,1:24:16 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_7,Center of Collar ,GHG Soil Flux Collar,trflux7,4159663.56,332519.13,0.410,NA,NA,NA,37.5688,-76.8964,-33.9958,0.017,0.025,2/18/2025,1:24:33 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_1,Front corner ,Ground Vegetation Plot,trveg1a,4159663.81,332519.19,0.437,NA,NA,NA,37.5688,-76.8964,-33.9691,0.017,0.025,2/18/2025,1:24:54 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_1,Back corner,Ground Vegetation Plot,trveg1b,4159662.38,332520.71,0.440,NA,NA,NA,37.5688,-76.8964,-33.9662,0.018,0.029,2/18/2025,1:25:19 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_8,Center of Collar ,GHG Soil Flux Collar,trvflux8,4159657.95,332510.26,0.396,NA,NA,NA,37.5687,-76.8965,-34.0101,0.015,0.021,2/18/2025,1:26:28 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_3,Center of Collar ,GHG Soil Flux Collar,trvflux3,4159657.34,332512.93,0.480,NA,NA,NA,37.5687,-76.8965,-33.9264,0.014,0.023,2/18/2025,1:26:58 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_2,Front corner ,Ground Vegetation Plot,trveg2a,4159656.77,332511.66,0.431,NA,NA,NA,37.5687,-76.8965,-33.9752,0.015,0.023,2/18/2025,1:27:30 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_2,Back corner,Ground Vegetation Plot,trveg2b,4159656.28,332513.64,0.514,NA,NA,NA,37.5687,-76.8965,-33.8917,0.016,0.026,2/18/2025,1:27:52 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_MultiplexerBox,Pole Base ,Multiplexer Box,trbox2,4159650.10,332505.68,0.344,NA,NA,NA,37.5687,-76.8966,-34.0619,0.015,0.022,2/18/2025,1:28:33 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Teros,Teros cluster,Teros12,trteros26,4159648.98,332505.55,0.551,NA,NA,NA,37.5687,-76.8966,-33.8550,0.015,0.020,2/18/2025,1:29:06 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Teros,Teros cluster,Teros12,trteros15,4159649.81,332507.45,0.554,NA,NA,NA,37.5687,-76.8966,-33.8521,0.015,0.026,2/18/2025,1:29:52 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_GasWells_C,Center of Cluster,GHG Soil Gas Well,trcgas,4159646.61,332504.43,0.524,NA,NA,NA,37.5686,-76.8966,-33.8825,0.017,0.029,2/18/2025,1:30:29 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Lysimeters_C,Center of Cluster,Porewater Lysimeter,trcsipper,4159646.20,332503.62,0.548,NA,NA,NA,37.5686,-76.8966,-33.8577,0.019,0.024,2/18/2025,1:30:48 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_4,Center of Collar ,GHG Soil Flux Collar,trflux4,4159645.76,332503.24,0.498,NA,NA,NA,37.5686,-76.8966,-33.9085,0.015,0.022,2/18/2025,1:31:14 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_5,Center of Collar ,GHG Soil Flux Collar,trflux5,4159645.31,332507.92,0.565,NA,NA,NA,37.5686,-76.8966,-33.8408,0.016,0.026,2/18/2025,1:31:36 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_9,Center of Collar ,GHG Soil Flux Collar,trflux9,4159644.86,332506.40,0.336,NA,NA,NA,37.5686,-76.8966,-34.0698,0.014,0.020,2/18/2025,1:32:46 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_Soil_Flux_10,Center of Collar ,GHG Soil Flux Collar,trflux10,4159644.85,332503.21,0.353,NA,NA,NA,37.5686,-76.8966,-34.0536,0.020,0.033,2/18/2025,1:33:12 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_3,Front corner ,Ground Vegetation Plot,trveg3a,4159644.66,332506.01,0.522,NA,NA,NA,37.5686,-76.8966,-33.8844,0.016,0.023,2/18/2025,1:35:30 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_3,Back corner,Ground Vegetation Plot,trveg3b,4159643.92,332507.89,0.545,NA,NA,NA,37.5686,-76.8966,-33.8610,0.019,0.034,2/18/2025,1:35:59 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_4,Front corner ,Ground Vegetation Plot,trveg4a,4159632.89,332507.18,0.373,NA,NA,NA,37.5685,-76.8966,-34.0333,0.014,0.020,2/18/2025,1:37:08 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_4,Back corner,Ground Vegetation Plot,trveg4b,4159634.92,332507.32,0.447,NA,NA,NA,37.5685,-76.8966,-33.9591,0.016,0.026,2/18/2025,1:37:37 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_5,Front corner ,Ground Vegetation Plot,trveg5a,4159656.30,332501.72,0.372,NA,NA,NA,37.5687,-76.8966,-34.0338,0.017,0.028,2/18/2025,1:39:02 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_VegPlot_5,Back corner,Ground Vegetation Plot,trveg5b,4159657.23,332500.05,0.369,NA,NA,NA,37.5687,-76.8967,-34.0367,0.019,0.028,2/18/2025,1:39:19 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_SamplingZone,Front corner ,Sampling Zone,trvsample1,4159655.70,332504.92,0.429,NA,NA,NA,37.5687,-76.8966,-33.9772,0.015,0.023,2/18/2025,1:41:40 PM
Sweet Hall,SWH,Transition,TR,SWH_TR_SamplingZone,Back corner,Sampling Zone,trvsample2,4159656.58,332503.18,0.380,NA,NA,NA,37.5687,-76.8966,-34.0258,0.018,0.029,2/18/2025,1:42:07 PM
Goodwin Islands,GWI,Wetland,WC,GWI_WC_AQ600,Well Base,AquaTROLL 600,wetland well base,4120082.626,374888.8397,0.556758,0.649592,-1.333608,-35.512576,37.218857,-76.410135,-35.512538,0.009082,0.014222,11/14/2024,10:17:28 AM
Goodwin Islands,GWI,Transition,TR,GWI_TR_AQ600,Well Base,AquaTROLL 600,TR-well base,4120126.39,374967.4411,0.671997,0.649599,-1.333593,-35.398375,37.219261,-76.409257,-35.398337,0.014057,0.023104,11/14/2024,11:15:57 AM
Goodwin Islands,GWI,Upland,UP,GWI_UP_AQ600,Well Base,AquaTROLL 600,upland well base,4120125.477,375027.7496,1.060355,0.649599,-1.333581,-35.011647,37.219261,-76.408577,-35.011609,0.028691,0.050698,11/14/2024,10:34:12 AM
Goodwin Islands,GWI,Wetland,WC,GWI_WC_VegPlot_1,Front corner ,Ground Vegetation Plot,wetland veg 1-1,4120082.267,374899.0714,0.502329,0.649592,-1.333606,-35.567287,37.218855,-76.41002,-35.567249,0.011774,0.014768,11/14/2024,10:05:47 AM
Goodwin Islands,GWI,Wetland,WC,GWI_WC_VegPlot_1,Back corner,Ground Vegetation Plot,wetland veg 1-2,4120081.058,374898.5318,0.506417,0.649591,-1.333607,-35.563213,37.218844,-76.410025,-35.563175,0.012355,0.015415,11/14/2024,10:05:59 AM
Goodwin Islands,GWI,Wetland,WC,GWI_WC_VegPlot_2,Front corner ,Ground Vegetation Plot,wetland veg 2-1,4120081.093,374896.3901,0.493136,0.649591,-1.333607,-35.576436,37.218844,-76.41005,-35.576398,0.00973,0.014783,11/14/2024,10:06:18 AM
Goodwin Islands,GWI,Wetland,WC,GWI_WC_VegPlot_2,Back corner,Ground Vegetation Plot,wetland veg 2-2,4120079.828,374895.9655,0.493382,0.649591,-1.333607,-35.57621,37.218832,-76.410054,-35.576172,0.009972,0.014647,11/14/2024,10:06:28 AM
