"Project","Region","Sample_ID","Year","Month","Day","Time","Time_Zone","Site","Zone","Replicate","Depth_cm","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Analysis_rundate","Run_notes","Field_notes"
"COMPASS: Synoptic","CB","GWI_202305_TR_LYSC_20CM",2023,"5",23,NA,NA,"GWI","TR","C",20,26.5823,0.6488,2.4408,"Within Range","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_TR_LYSC_45CM",2023,"5",23,NA,NA,"GWI","TR","C",45,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSA_10CM",2023,"5",23,NA,NA,"GWI","UP","A",10,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSA_20CM",2023,"5",23,NA,NA,"GWI","UP","A",20,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSA_45CM",2023,"5",23,NA,NA,"GWI","UP","A",45,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSB_10CM",2023,"5",23,NA,NA,"GWI","UP","B",10,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSB_20CM",2023,"5",23,NA,NA,"GWI","UP","B",20,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSB_45CM",2023,"5",23,NA,NA,"GWI","UP","B",45,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSC_10CM",2023,"5",23,NA,NA,"GWI","UP","C",10,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_UP_LYSC_20CM",2023,"5",23,NA,NA,"GWI","UP","C",20,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSA_10CM",2023,"5",23,NA,NA,"GWI","WC","A",10,0,0,0,"bdl","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSA_20CM",2023,"5",23,NA,NA,"GWI","WC","A",20,0.2333,0,0,"Within Range","Within Range","",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSA_45CM",2023,"5",23,NA,NA,"GWI","WC","A",45,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSB_10CM",2023,"5",23,NA,NA,"GWI","WC","B",10,7.4024,0.3971,5.364,"Within Range","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSB_20CM",2023,"5",23,NA,NA,"GWI","WC","B",20,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSB_45CM",2023,"5",23,NA,NA,"GWI","WC","B",45,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSC_10CM",2023,"5",23,NA,NA,"GWI","WC","C",10,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GWI_202305_WC_LYSC_20CM",2023,"5",23,NA,NA,"GWI","WC","C",20,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_SW_A",2023,"5",19,NA,NA,"MSM","SW","A",0,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_SW_B",2023,"5",19,NA,NA,"MSM","SW","B",0,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_SW_C",2023,"5",19,NA,NA,"MSM","SW","C",0,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSA_10CM",2023,"5",19,NA,NA,"MSM","TR","A",10,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSA_20CM",2023,"5",19,NA,NA,"MSM","TR","A",20,1.3854,0.0494,3.564,"Within Range","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSA_45CM",2023,"5",19,NA,NA,"MSM","TR","A",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSB_10CM",2023,"5",19,NA,NA,"MSM","TR","B",10,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSB_20CM",2023,"5",19,NA,NA,"MSM","TR","B",20,11.1267,0,0,"Within Range","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSB_45CM",2023,"5",19,NA,NA,"MSM","TR","B",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSC_10CM",2023,"5",19,NA,NA,"MSM","TR","C",10,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSC_20CM",2023,"5",19,NA,NA,"MSM","TR","C",20,5.2261,0.5431,10.393,"Within Range","High CV","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_TR_LYSC_45CM",2023,"5",19,NA,NA,"MSM","TR","C",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSA_20CM",2023,"5",19,NA,NA,"MSM","UP","A",20,2.0139,0.1481,7.3554,"Within Range","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSA_45CM",2023,"5",19,NA,NA,"MSM","UP","A",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSB_10CM",2023,"5",19,NA,NA,"MSM","UP","B",10,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSB_20CM",2023,"5",19,NA,NA,"MSM","UP","B",20,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSB_45CM",2023,"5",19,NA,NA,"MSM","UP","B",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSC_10CM",2023,"5",19,NA,NA,"MSM","UP","C",10,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSC_20CM",2023,"5",19,NA,NA,"MSM","UP","C",20,10.5215,0.4649,4.419,"Within Range","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_UP_LYSC_45CM",2023,"5",19,NA,NA,"MSM","UP","C",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSA_10CM",2023,"5",19,NA,NA,"MSM","WC","A",10,230.4501,7.0553,3.0615,"Within Range","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSA_20CM",2023,"5",19,NA,NA,"MSM","WC","A",20,168.965,5.0819,3.0077,"adl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSA_45CM",2023,"5",19,NA,NA,"MSM","WC","A",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSB_10CM",2023,"5",19,NA,NA,"MSM","WC","B",10,187.9586,4.7259,2.5144,"adl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSB_20CM",2023,"5",19,NA,NA,"MSM","WC","B",20,200.0392,9.8982,4.9481,"adl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSB_45CM",2023,"5",19,NA,NA,"MSM","WC","B",45,2.3281,0.4938,21.2087,"Within Range","High CV","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSC_10CM",2023,"5",19,NA,NA,"MSM","WC","C",10,188.1216,5.4163,2.8792,"adl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSC_20CM",2023,"5",19,NA,NA,"MSM","WC","C",20,181.511,2.7642,1.5229,"adl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","MSM_202305_WC_LYSC_45CM",2023,"5",19,NA,NA,"MSM","WC","C",45,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SW_A",2023,"5",24,NA,NA,"SWH","SW","A",0,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SW_B",2023,"5",24,NA,NA,"SWH","SW","B",0,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SW_C",2023,"5",24,NA,NA,"SWH","SW","C",0,0,0,0,"bdl","Within Range","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSA_10CM",2023,"5",24,NA,NA,"SWH","TR","A",10,0.4777,0.0494,10.3373,"Within Range","High CV","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSA_20CM",2023,"5",24,NA,NA,"SWH","TR","A",20,9.0085,0.1613,1.7901,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSA_45CM",2023,"5",24,NA,NA,"SWH","TR","A",45,44.5285,2.0267,4.5514,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSB_10CM",2023,"5",24,NA,NA,"SWH","TR","B",10,0,0,0,"bdl","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSB_20CM",2023,"5",24,NA,NA,"SWH","TR","B",20,19.9718,1.7835,8.9301,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSB_45CM",2023,"5",24,NA,NA,"SWH","TR","B",45,72.9608,4.3946,6.0232,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSC_10CM",2023,"5",24,NA,NA,"SWH","TR","C",10,0,0,0,"bdl","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSC_20CM",2023,"5",24,NA,NA,"SWH","TR","C",20,0.2333,0.0988,42.3373,"Within Range","High CV","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_TR_LYSC_45CM",2023,"5",24,NA,NA,"SWH","TR","C",45,86.822,2.6249,3.0233,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSA_10CM",2023,"5",24,NA,NA,"SWH","UP","A",10,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSA_20CM",2023,"5",24,NA,NA,"SWH","UP","A",20,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSA_45CM",2023,"5",24,NA,NA,"SWH","UP","A",45,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSB_10CM",2023,"5",24,NA,NA,"SWH","UP","B",10,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSB_20CM",2023,"5",24,NA,NA,"SWH","UP","B",20,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSB_45CM",2023,"5",24,NA,NA,"SWH","UP","B",45,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSC_10CM",2023,"5",24,NA,NA,"SWH","UP","C",10,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSC_20CM",2023,"5",24,NA,NA,"SWH","UP","C",20,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_UP_LYSC_45CM",2023,"5",24,NA,NA,"SWH","UP","C",45,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSA_10CM",2023,"5",24,NA,NA,"SWH","SWAMP","A",10,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSA_20CM",2023,"5",24,NA,NA,"SWH","SWAMP","A",20,0.7221,0.0988,13.6767,"Within Range","High CV","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSA_45CM",2023,"5",24,NA,NA,"SWH","SWAMP","A",45,3.1195,0.1454,4.6597,"Within Range","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSB_10CM",2023,"5",24,NA,NA,"SWH","SWAMP","B",10,0.6173,0.0494,7.9986,"Within Range","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSB_20CM",2023,"5",24,NA,NA,"SWH","SWAMP","B",20,0,0,0,"bdl","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSB_45CM",2023,"5",24,NA,NA,"SWH","SWAMP","B",45,4.1903,0.2644,6.3092,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSC_10CM",2023,"5",24,NA,NA,"SWH","SWAMP","C",10,3.2359,0.0988,3.0518,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSC_20CM",2023,"5",24,NA,NA,"SWH","SWAMP","C",20,9.8232,0.3149,3.2055,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_SWAMP_LYSC_45CM",2023,"5",24,NA,NA,"SWH","SWAMP","C",45,48.8812,4.1608,8.512,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSA_10CM",2023,"5",24,NA,NA,"SWH","WC","A",10,7.2395,0.6259,8.6453,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSA_20CM",2023,"5",24,NA,NA,"SWH","WC","A",20,10.568,0.2793,2.643,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSA_45CM",2023,"5",24,NA,NA,"SWH","WC","A",45,11.3362,0.9701,8.5576,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSB_10CM",2023,"5",24,NA,NA,"SWH","WC","B",10,6.6343,0.1757,2.6489,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSB_20CM",2023,"5",24,NA,NA,"SWH","WC","B",20,11.4293,1.0127,8.8608,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSB_45CM",2023,"5",24,NA,NA,"SWH","WC","B",45,6.2852,0.33,5.2505,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSC_10CM",2023,"5",24,NA,NA,"SWH","WC","C",10,11.5224,0.9933,8.6205,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSC_20CM",2023,"5",24,NA,NA,"SWH","WC","C",20,8.8572,0.3456,3.9023,"Within Range","Within Range","Dup perc diff out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","SWH_202305_WC_LYSC_45CM",2023,"5",24,NA,NA,"SWH","WC","C",45,12.3836,1.7776,14.3542,"Within Range","High CV","Spk recovery out of range",202305,"Plate 3 MC 10 and 20 were bad. 
1/7 plates had a bad dup. 
4/7 plates had a bad spike. 
",NA
"COMPASS: Synoptic","CB","GCW_202306_SW_A",2023,"6",27,NA,NA,"GCW","SW","A",0,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range",202306,"Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",NA
"COMPASS: Synoptic","CB","GCW_202306_SW_B",2023,"6",27,NA,NA,"GCW","SW","B",0,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range",202306,"Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",NA
"COMPASS: Synoptic","CB","GCW_202306_SW_C",2023,"6",27,NA,NA,"GCW","SW","C",0,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range",202306,"Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",NA
"COMPASS: Synoptic","CB","GCW_202306_TR_LYSA_10CM",2023,"6",28,NA,NA,"GCW","TR","A",10,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",202306,"Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",NA
