"Project","Region","Sample_ID","Year","Month","Day","Site","Zone","Lysimeter","Depth_cm","Sampling_Time","Sampling_Time_Zone","Field_Notes","ic_mgL","ic_uM","ic_flag","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_Conc_Flag","NH3_mgL","NH3_uM","NH3_Conc_Flag","PO4_mgL","PO4_uM","PO4_Conc_Flag","SO4_ppm","SO4_mM","SO4_Conc_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_Conc_flag","H2S_cv_flag"
"COMPASS:Synoptic","CB","GWI_202304_WC_LYSB_10CM",2023,4,25,"GWI","WC","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,0.6194,"bdl",0.1521,10.8567,"Within_Range",0.0113,0.3635,"Within_Range",1441.7346,44.9699,NA,13453.7536,379.5135,NA,24.311,3.306,0.1358,4.1074,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202304_WC_LYSB_20CM",2023,4,25,"GWI","WC","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,0.5392,"bdl",0.2575,18.3806,"Within_Range",0.0144,0.4645,"Within_Range",2050.6464,63.9628,NA,17258.5113,486.8409,NA,31.1862,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202304_WC_LYSB_45CM",2023,4,25,"GWI","WC","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,0.7335,"bdl",0.6781,48.4153,"Within_Range",0.0215,0.6955,"Within_Range",2368.0439,73.8629,NA,21806.253,615.127,NA,39.4039,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202304_WC_LYSC_10CM",2023,4,25,"GWI","WC","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124,0.8831,"bdl",0.2991,21.3506,"Within_Range",0.014,0.4511,"Within_Range",1606.9662,50.1237,NA,14233.5779,401.5114,NA,25.7201,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202304_WC_LYSC_20CM",2023,4,25,"GWI","WC","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157,1.1178,"bdl",0.327,23.3435,"Within_Range",0.0081,0.2626,"Within_Range",2556.713,79.7478,NA,20448.131,576.8161,NA,36.9498,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_SW_A",2023,5,18,"GCW","SW","A",0,NA,NA,"",20.18,1680.12655066189,"IC checks out of range; IC dups out of range",5.998,499.375572391974,"NPOC checks out of range",0.71,50.6900269156903,"",0.0216,1.54,"bdl",NA,NA,NA,NA,NA,NA,577.2588,18.0056,NA,4151.1452,117.0986,NA,7.5011,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_SW_B",2023,5,18,"GCW","SW","B",0,NA,NA,"",19.72,1641.8283240363,"IC checks out of range; IC dups out of range",6.294,524.019648655399,"NPOC checks out of range",0.6882,49.1336289061663,"",0.0094,0.6678,"bdl",NA,NA,NA,NA,NA,NA,584.1073,18.2192,NA,4236.4861,119.506,NA,7.6554,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_SW_C",2023,5,18,"GCW","SW","C",0,NA,NA,"",15.71,1307.96769627841,"IC checks out of range; IC dups out of range",5.967,496.794604945467,"NPOC checks out of range",0.6197,44.2431122248638,"",0.0116,0.8267,"bdl",NA,NA,NA,NA,NA,NA,362.6511,11.3116,NA,2166.0136,61.1005,NA,3.914,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSA_20CM",2023,5,18,"GCW","TR","A",20,NA,NA,"",NA,NA,NA,36.34,3025.55990342186,"NPOC checks out of range",1.919,137.005861480577,"",0.008,0.5697,"bdl",NA,NA,NA,NA,NA,NA,1.7791,0.0555,NA,4.4299,0.125,NA,0.008,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSA_45CM",2023,5,18,"GCW","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0065,0.4658,"bdl",NA,NA,NA,NA,NA,NA,9.1303,0.2848,NA,4.504,0.1271,NA,0.0082,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSB_10CM",2023,5,18,"GCW","TR","B",10,NA,NA,"",39.49,3287.81949879277,"IC checks out of range; IC dups out of range",20.86,1736.74132045625,"NPOC checks out of range",0.8044,57.429658663354,"",0.0059,0.4215,"bdl",NA,NA,NA,NA,NA,NA,2.6182,0.0817,NA,3.1325,0.0884,NA,0.0057,3.8411,0.0403,1.0496,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSB_20CM",2023,5,18,"GCW","TR","B",20,NA,NA,"",35.49,2954.79144117892,"IC checks out of range; IC dups out of range",22.08,1838.31487802847,"NPOC checks out of range",1.46,104.235829995645,"",0.0029,0.2045,"bdl",NA,NA,NA,NA,NA,NA,8.7255,0.2722,NA,2.6409,0.0745,NA,0.0048,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSB_45CM",2023,5,18,"GCW","TR","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7603,0.1173,NA,3.1051,0.0876,NA,0.0056,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSC_10CM",2023,5,18,"GCW","TR","C",10,NA,NA,"",NA,NA,NA,83.88,6983.59836816252,"NPOC checks out of range",2.241,159.994859602904,"",0.0082,0.5876,"bdl",NA,NA,NA,NA,NA,NA,2.4952,0.0778,NA,4.8296,0.1362,NA,0.0088,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSC_20CM",2023,5,18,"GCW","TR","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.8584,"bdl",NA,NA,NA,NA,NA,NA,3.418,0.1066,NA,6.8751,0.1939,NA,0.0124,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_TR_LYSC_45CM",2023,5,18,"GCW","TR","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4178,0.5121,NA,6.8918,0.1944,NA,0.0125,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_UP_LYSA_20CM",2023,5,18,"GCW","UP","A",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,0.5701,"bdl",NA,NA,NA,NA,NA,NA,1.123,0.035,NA,0.7193,0.0203,NA,0.0013,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_UP_LYSB_10CM",2023,5,18,"GCW","UP","B",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,0.5025,"bdl",NA,NA,NA,NA,NA,NA,2.1096,0.0658,NA,0.2449,0.0069,NA,5e-04,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_UP_LYSB_20CM",2023,5,18,"GCW","UP","B",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0063,0.4526,"bdl",NA,NA,NA,NA,NA,NA,1.5687,0.0489,NA,0.3755,0.0106,NA,7e-04,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_UP_LYSC_10CM",2023,5,18,"GCW","UP","C",10,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5029,0.0157,NA,0.6189,0.0175,NA,0.0011,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_UP_LYSC_20CM",2023,5,18,"GCW","UP","C",20,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2163,0.0067,NA,0.736,0.0208,NA,0.0014,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSA_10CM",2023,5,18,"GCW","WC","A",10,NA,NA,"",69.46,5783.03222046457,"IC checks out of range; IC dups out of range",9.111,758.554658229956,"NPOC checks out of range",0.6783,48.4268243055109,"",0.0106,0.758,"bdl",NA,NA,NA,NA,NA,NA,500.9219,15.6245,NA,2695.9261,76.0487,NA,4.8716,302.7176,0,0,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSA_20CM",2023,5,18,"GCW","WC","A",20,NA,NA,"",82.27,6849.55457497294,"IC checks out of range; IC dups out of range",12.09,1006.57730413787,"NPOC checks out of range",2.014,143.788329870705,"",0.007,0.498,"bdl",NA,NA,NA,NA,NA,NA,499.5899,15.583,NA,5001.5706,141.088,NA,9.0379,948.6418,24.6885,2.6025,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSA_45CM",2023,5,18,"GCW","WC","A",45,NA,NA,"",151,12571.809174923,"IC checks out of range; IC dups out of range",11.77,979.935059528765,"NPOC checks out of range",2.151,153.56936323331,"",0.0099,0.7099,"bdl",NA,NA,NA,NA,NA,NA,208.7718,6.5119,NA,3909.8845,110.2929,NA,7.0652,3299.5733,215.4653,6.5301,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSB_10CM",2023,5,18,"GCW","WC","B",10,NA,NA,"",72.53,6038.63125468321,"IC checks out of range; IC dups out of range",9.461,787.694613271168,"NPOC checks out of range",0.7046,50.3044971335147,"",0.0047,0.3381,"bdl",NA,NA,NA,NA,NA,NA,407.0352,12.696,NA,4147.1956,116.9872,NA,7.494,541.3022,26.6666,4.9264,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSB_20CM",2023,5,18,"GCW","WC","B",20,NA,NA,"",72.22,6012.82158021813,"IC checks out of range; IC dups out of range",8.825,734.743152110565,"NPOC checks out of range",1.053,75.1783075242562,"",0.0037,0.2669,"bdl",NA,NA,NA,NA,NA,NA,477.8621,14.9052,NA,4633.9891,130.719,NA,8.3736,640.2275,26.6666,4.1652,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSB_45CM",2023,5,18,"GCW","WC","B",45,NA,NA,"",130,10823.4118724503,"IC checks out of range; IC dups out of range",12.53,1043.2103904754,"NPOC checks out of range",4.341,309.923108226777,"value above cal curve",0.006,0.4292,"bdl",NA,NA,NA,NA,NA,NA,302.1698,9.4251,NA,4817.2025,135.8872,NA,8.7047,2898.0528,131.0275,4.5212,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSC_10CM",2023,5,18,"GCW","WC","C",10,NA,NA,"",55.68,4635.75056198485,"IC checks out of range; IC dups out of range",6.801,566.230954957955,"NPOC checks out of range",0.5245,37.4463649539149,"",0.0094,0.6698,"bdl",NA,NA,NA,NA,NA,NA,401.9731,12.5382,NA,3340.5189,94.2318,NA,6.0363,75.7712,0,0,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSC_20CM",2023,5,18,"GCW","WC","C",20,NA,NA,"",46.22,3848.13920572808,"IC checks out of range; IC dups out of range",5.497,457.663808175839,"NPOC checks out of range",0.461,32.9128202931454,"",0.0022,0.1546,"bdl",NA,NA,NA,NA,NA,NA,460.8081,14.3733,NA,2726.6323,76.9149,NA,4.9271,568.542,27.3994,4.8192,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GCW_202305_WC_LYSC_45CM",2023,5,18,"GCW","WC","C",45,NA,NA,"",79.21,6594.78811089834,"IC checks out of range; IC dups out of range",8.257,687.453167929398,"NPOC checks out of range",1.294,92.3843589139483,"",0.002,0.1414,"bdl",NA,NA,NA,NA,NA,NA,444.6425,13.8691,NA,3954.5726,111.5535,NA,7.1459,1117.3968,10.079,0.902,"Within Range","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_SW_A",2023,5,19,"MSM","SW","A",0,NA,NA,"",17.24,1435.35092831571,"IC checks out of range; IC dups out of range",4.488,373.657480642744,"NPOC checks out of range",0.456,32.5558482726124,"",0.0015,0.1071,"bdl",NA,NA,NA,NA,NA,NA,861.5794,26.874,NA,6268.2104,176.8183,NA,11.3267,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_SW_B",2023,5,19,"MSM","SW","B",0,NA,NA,"",19.9,1656.81458662892,"IC checks out of range; IC dups out of range",4.506,375.156106902007,"NPOC checks out of range",0.4563,32.5772665938444,"",0.0227,1.6182,"bdl",NA,NA,NA,NA,NA,NA,1033.7577,32.2445,NA,7496.5445,211.4681,NA,13.5463,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_SW_C",2023,5,19,"MSM","SW","C",0,NA,NA,"",20,1665.14028806927,"IC checks out of range; IC dups out of range",4.417,367.746232620098,"NPOC checks out of range",0.4533,32.3630833815246,"",0.0193,1.3751,"bdl",NA,NA,NA,NA,NA,NA,1031.0177,32.159,NA,7486.6599,211.1893,NA,13.5284,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSA_10CM",2023,5,19,"MSM","TR","A",10,NA,NA,"",19.59,1631.00491216385,"IC checks out of range; IC dups out of range",21.86,1819.99833485971,"NPOC checks out of range",0.7861,56.1231410682031,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,355.2793,11.0817,NA,3032.6257,85.5466,NA,5.48,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSA_20CM",2023,5,19,"MSM","TR","A",20,NA,NA,"",37.58,3128.79860128216,"IC checks out of range; IC dups out of range",26.55,2210.47373241196,"NPOC checks out of range",2.206,157.496055459173,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,473.9533,14.7833,NA,3104.407,87.5714,NA,5.6097,1.3854,0.0494,3.564,"Within Range","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSA_45CM",2023,5,19,"MSM","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",NA,NA,NA,NA,NA,NA,497.6286,15.5218,NA,2967.5062,83.7096,NA,5.3623,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSB_10CM",2023,5,19,"MSM","TR","B",10,NA,NA,"",18.35,1527.76621430356,"IC checks out of range; IC dups out of range",23.98,1996.50320539505,"NPOC checks out of range",0.9902,70.6947389463614,"",0.0096,0.6864,"bdl",NA,NA,NA,NA,NA,NA,242.6754,7.5694,NA,2151.0362,60.678,NA,3.8869,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSB_20CM",2023,5,19,"MSM","TR","B",20,NA,NA,"",48.85,4067.10515360919,"IC checks out of range; IC dups out of range",42.95,3575.88876862876,"NPOC checks out of range",2.042,145.78737318569,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,342.8051,10.6926,NA,3255.584,91.8359,NA,5.8829,11.1267,0,0,"Within Range","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSB_45CM",2023,5,19,"MSM","TR","B",45,NA,NA,"",NA,NA,NA,31.22,2599.28398967613,"NPOC checks out of range",2.275,162.422269342529,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,285.8905,8.9174,NA,3109.9044,87.7265,NA,5.6196,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSC_10CM",2023,5,19,"MSM","TR","C",10,NA,NA,"",18.47,1537.75705603197,"IC checks out of range; IC dups out of range",18.37,1529.43135459162,"NPOC checks out of range",1.021,72.8936865928449,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,320.4288,9.9947,NA,2628.3192,74.1416,NA,4.7494,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSC_20CM",2023,5,19,"MSM","TR","C",20,NA,NA,"",35.87,2986.42910665224,"IC checks out of range; IC dups out of range",26.8,2231.28798601282,"NPOC checks out of range",2.559,182.698280108805,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,303.4444,9.4649,NA,3119.0697,87.985,NA,5.6362,5.2261,0.5431,10.393,"Within Range","High CV"
"COMPASS:Synoptic","CB","MSM_202305_TR_LYSC_45CM",2023,5,19,"MSM","TR","C",45,NA,NA,"",NA,NA,NA,14.63,1218.05012072267,"NPOC checks out of range",1.606,114.659412995209,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,508.7294,15.868,NA,2438.3969,68.7841,NA,4.4062,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSA_20CM",2023,5,19,"MSM","UP","A",20,NA,NA,"",NA,NA,NA,58.74,4890.51702605945,"NPOC checks out of range",3.33,237.743365674998,"value above cal curve",0.0088,0.6249,"bdl",NA,NA,NA,NA,NA,NA,119.1245,3.7157,NA,1199.3359,33.8318,NA,2.1672,2.0139,0.1481,7.3554,"Within Range","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSA_45CM",2023,5,19,"MSM","UP","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116,0.8249,"bdl",NA,NA,NA,NA,NA,NA,176.713,5.5119,NA,1859.7198,52.4604,NA,3.3605,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSB_10CM",2023,5,19,"MSM","UP","B",10,NA,NA,"",17.4,1448.67205062026,"IC checks out of range; IC dups out of range",78.95,6573.14128715344,"NPOC checks out of range",1.586,113.231524913077,"",9e-04,0.0622,"bdl",NA,NA,NA,NA,NA,NA,43.7542,1.3648,NA,306.2031,8.6376,NA,0.5533,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSB_20CM",2023,5,19,"MSM","UP","B",20,NA,NA,"",NA,NA,NA,71.11,5920.40629423029,"NPOC checks out of range",1.958,139.790243240735,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,53.8198,1.6787,NA,382.7669,10.7974,NA,0.6917,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSB_45CM",2023,5,19,"MSM","UP","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032,0.2299,"bdl",NA,NA,NA,NA,NA,NA,218.3943,6.812,NA,1465.2734,41.3335,NA,2.6478,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSC_10CM",2023,5,19,"MSM","UP","C",10,NA,NA,"",28.92,2407.79285654816,"IC checks out of range; IC dups out of range",88.78,7391.55773873949,"NPOC checks out of range",2.395,170.989597835322,"",0.0027,0.1932,"bdl",NA,NA,NA,NA,NA,NA,48.7458,1.5205,NA,504.5854,14.2337,NA,0.9118,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSC_20CM",2023,5,19,"MSM","UP","C",20,NA,NA,"",35.96,2993.92223794855,"IC checks out of range; IC dups out of range",87.99,7325.78469736075,"NPOC checks out of range",3.892,277.867020782911,"value above cal curve",0,0,"bdl",NA,NA,NA,NA,NA,NA,104.3911,3.2561,NA,1005.7316,28.3704,NA,1.8174,10.5215,0.4649,4.419,"Within Range","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_UP_LYSC_45CM",2023,5,19,"MSM","UP","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",NA,NA,NA,NA,NA,NA,231.2032,7.2116,NA,1140.2145,32.164,NA,2.0604,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSA_10CM",2023,5,19,"MSM","WC","A",10,NA,NA,"",51.24,4266.08941803347,"IC checks out of range; IC dups out of range",10.76,895.845474981267,"NPOC checks out of range",0.6143,43.8575824426881,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,696.1571,21.7142,NA,5637.9656,159.0399,NA,10.1878,230.4501,7.0553,3.0615,"Within Range","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSA_20CM",2023,5,19,"MSM","WC","A",20,NA,NA,"",49.71,4138.70618599617,"IC checks out of range; IC dups out of range",13.88,1155.60735992007,"NPOC checks out of range",0.848,60.542454682402,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,899.7415,28.0643,NA,7282.9476,205.4428,NA,13.1603,168.965,5.0819,3.0077,"adl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSA_45CM",2023,5,19,"MSM","WC","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",NA,NA,NA,NA,NA,NA,112.0317,3.4944,NA,7642.7148,215.5914,NA,13.8104,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSB_10CM",2023,5,19,"MSM","WC","B",10,NA,NA,"",61.1,5087.00358005162,"IC checks out of range; IC dups out of range",12.82,1067.3549246524,"NPOC checks out of range",0.7501,53.5529425203652,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,783.719,24.4454,NA,6230.3184,175.7495,NA,11.2582,187.9586,4.7259,2.5144,"adl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSB_20CM",2023,5,19,"MSM","WC","B",20,NA,NA,"",70.73,5888.76862875697,"IC checks out of range; IC dups out of range",18.83,1567.72958121722,"NPOC checks out of range",1.153,82.3177479349169,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,790.7635,24.6651,NA,6892.9859,194.4425,NA,12.4557,200.0392,9.8982,4.9481,"adl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSB_45CM",2023,5,19,"MSM","WC","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.029,4.243,NA,7542.8329,212.7738,NA,13.6299,2.3281,0.4938,21.2087,"Within Range","High CV"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSC_10CM",2023,5,19,"MSM","WC","C",10,NA,NA,"",57.51,4788.11089834318,"IC checks out of range; IC dups out of range",12.68,1055.69894263592,"NPOC checks out of range",1.025,73.1792642092713,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,888.1692,27.7033,NA,6572.8464,185.4117,NA,11.8772,188.1216,5.4163,2.8792,"adl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSC_20CM",2023,5,19,"MSM","WC","C",20,NA,NA,"",NA,NA,NA,30.38,2529.34809757722,"NPOC checks out of range",2.798,199.761542690284,"",0,0,"bdl",NA,NA,NA,NA,NA,NA,738.343,23.03,NA,7018.5516,197.9845,NA,12.6825,181.511,2.7642,1.5229,"adl","Within Range"
"COMPASS:Synoptic","CB","MSM_202305_WC_LYSC_45CM",2023,5,19,"MSM","WC","C",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6901,1.5187,NA,6942.0795,195.8273,NA,12.5444,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_SW_A",2023,5,23,"GWI","SW","A",0,NA,NA,"",25.52,2124.71900757639,"IC checks out of range; IC dups out of range",3.988,332.028973441012,"NPOC checks out of range",0.3459,24.6953243804751,"",0.0094,0.669,"bdl",0.4277,30.5345,"Within_Range",0.0035,0.1142,"Within_Range",1574.3848,49.1074,NA,11468.6765,323.517,NA,20.7239,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_SW_B",2023,5,23,"GWI","SW","B",0,NA,NA,"",24.51,2040.62942302889,"IC checks out of range; IC dups out of range",3.907,325.285155274332,"NPOC checks out of range",0.06779,4.83982665438683,"blank is ≥ 25% of sample value",0.011,0.7873,"bdl",0.4572,32.64,"Within_Range",0.0033,0.1053,"Within_Range",1609.8636,50.2141,NA,11757.4226,331.6621,NA,21.2457,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_SW_C",2023,5,23,"GWI","SW","C",0,NA,NA,"",24.73,2058.94596619765,"IC checks out of range; IC dups out of range",5.197,432.6867038548,"NPOC checks out of range",0.3885,27.7367259954165,"",0.0105,0.7464,"bdl",0.2334,16.6609,"Within_Range",0.0028,0.0901,"bdl",1426.7353,44.502,NA,11314.7585,319.1751,NA,20.4458,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSA_10CM",2023,5,23,"GWI","TR","A",10,NA,NA,"",38.97,3244.52585130297,"IC checks out of range; IC dups out of range",48.99,4078.76113562568,"NPOC checks out of range",1.543,110.161565536493,"",0.011,0.7867,"bdl",NA,NA,NA,NA,NA,NA,679.6859,21.2004,NA,5224.9103,147.3882,NA,9.4414,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSA_20CM",2023,5,23,"GWI","TR","A",20,NA,NA,"",50.95,4241.94488385647,"IC checks out of range; IC dups out of range",64.33,5355.92373657481,"NPOC checks out of range",1.758,125.511362419414,"",0.0026,0.1845,"bdl",NA,NA,NA,NA,NA,NA,771.8082,24.0739,NA,6911.9813,194.9783,NA,12.49,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSA_45CM",2023,5,23,"GWI","TR","A",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,24.6101,NA,8687.0886,245.0519,NA,15.6976,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSB_10CM",2023,5,23,"GWI","TR","B",10,NA,NA,"",26.34,2192.98975938723,"IC checks out of range; IC dups out of range",35.39,2946.46573973857,"NPOC checks out of range",1.098,78.3910557090535,"",0.011,0.7888,"bdl",0.061,4.3518,"Within_Range",0.0038,0.1238,"Within_Range",619.96,19.3375,NA,4729.3397,133.4087,NA,8.5459,0,0,0,"bdl","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSB_20CM",2023,5,23,"GWI","TR","B",20,NA,NA,"",NA,NA,NA,64.7,5386.72883190409,"NPOC checks out of range",2.603,185.839633889496,"",0.0159,1.1383,"bdl",0.3568,25.4736,"Within_Range",0.0073,0.235,"Within_Range",463.5888,14.46,NA,6322.1478,178.3399,NA,11.4241,341.5956,25.4384,7.4469,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSB_45CM",2023,5,23,"GWI","TR","B",45,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0092,0.6598,"bdl",0.4191,29.9233,"Within_Range",0.0054,0.176,"Within_Range",1079.3489,33.6665,NA,5370.678,151.5001,NA,9.7048,0.0936,0,0,"Within Range","Within Range"
"COMPASS:Synoptic","CB","GWI_202305_TR_LYSC_10CM",2023,5,23,"GWI","TR","C",10,NA,NA,"",5.794,482.391141453668,"IC checks out of range; IC dups out of range",35.54,2958.95429189909,"NPOC checks out of range",1.06,75.6780683530025,"",0.0104,0.7393,"bdl",0.0469,3.3465,"Within_Range",0.004,0.1306,"Within_Range",200.3206,6.2483,NA,1764.9857,49.788,NA,3.1894,0,0,0,"bdl","Within Range"
