HydraGO Serial    ,HydraProbe Serial    ,Timestamp    ,Location    ,Latitude    ,Longitude    ,Soil Moisture (wfv)    ,Soil Moisture (%)    ,Soil Temperature (C)    ,Soil Temperature (F)    ,Bulk EC(Raw) (dS/m),Bulk EC(TC) (dS/m),Pore Water EC (dS/m),Pore Water EC Offset    ,Raw Real Dielectric    ,Raw Imaginary Dielectric    ,Loss Tangent    ,Memo    ,Calibration    ,A    ,B    ,C    ,D    ,E    ,F
HG279332,278928,6/28/2023 14:44,Default,38.874207,-76.551505,0.433,43.3,24.2,75.5,0.3,0.3,0.84,3.4,31.48,10.774,0.34,GCW-TR-SF-3b,Default,,,,,,
HG279332,278928,6/28/2023 14:44,Default,38.874304,-76.551512,0.519,51.9,23.9,75.1,0.41,0.41,0.86,3.4,40.986,14.572,0.36,GCW-TR-SF-3c,Default,,,,,,
HG279332,278928,6/28/2023 14:44,Default,38.874346,-76.551344,0.526,52.6,23.9,75.1,0.42,0.43,0.88,3.4,41.797,15.159,0.36,GCW-TR-SF-4a,Default,,,,,,
HG279332,278928,6/28/2023 14:45,Default,38.874407,-76.551323,0.593,59.3,23.9,75.1,0.52,0.53,0.89,3.4,50.148,18.727,0.37,GCW-TR-SF-4b,Default,,,,,,
HG279332,278928,6/28/2023 14:45,Default,38.874407,-76.551345,0.584,58.4,23.9,75.1,0.47,0.47,0.81,3.4,49.042,16.86,0.34,GCW-TR-SF-4c,Default,,,,,,
HG279332,278928,6/28/2023 14:47,Default,38.874423,-76.551337,0.165,16.5,23.9,75.1,0.13,0.13,1.56,3.4,9.951,4.695,0.47,GCW-TR-SF-6a,Default,,,,,,
HG279332,278928,6/28/2023 14:47,Default,38.874647,-76.551512,0.317,31.7,23.9,75.1,0.2,0.21,0.95,3.4,20.697,7.308,0.35,GCW-TR-SF-6b,Default,,,,,,
HG279332,278928,6/28/2023 14:48,Default,38.874574,-76.55145,0.377,37.7,23.7,74.7,0.25,0.26,0.9,3.4,26.063,9.136,0.35,GCW-TR-SF-6c,Default,,,,,,
HG279332,278928,6/28/2023 14:49,Default,38.874568,-76.55149,0.341,34.1,23.7,74.7,0.2,0.2,0.81,3.4,22.79,7.043,0.31,GCW-TR-SF-1a,Default,,,,,,
HG279332,278928,6/28/2023 14:49,Default,38.874767,-76.55144,0.308,30.8,23.7,74.7,0.18,0.18,0.85,3.4,19.97,6.537,0.33,GCW-TR-SF-1b,Default,,,,,,
HG279332,278928,6/28/2023 14:50,Default,38.87464,-76.55166,0.204,20.4,23.9,75.1,0.12,0.13,1.14,3.4,12.364,4.45,0.36,GCW-TR-SF-1c,Default,,,,,,
HG279332,278928,6/28/2023 14:52,Default,38.87513,-76.551095,0.278,27.8,23.7,74.7,0.14,0.15,0.83,3.4,17.554,5.149,0.29,GCW-UP-SF-C7d,Default,,,,,,
HG279332,278928,6/28/2023 14:53,Default,38.874723,-76.551546,0.279,27.9,23.7,74.7,0.15,0.15,0.82,3.4,17.674,5.224,0.3,GCW-UP-SF-C12a,Default,,,,,,
HG279332,278928,6/28/2023 14:53,Default,38.874719,-76.551537,0.341,34.1,23.7,74.7,0.17,0.17,0.69,3.4,22.785,6.065,0.27,GCW-UP-SF-C12b,Default,,,,,,
HG279332,278928,6/28/2023 14:54,Default,38.874617,-76.551682,0.385,38.5,23.7,74.7,0.29,0.29,0.97,3.4,26.786,10.39,0.39,GCW-UP-SF-C12c,Default,,,,,,
HG279332,278928,6/28/2023 14:55,Default,38.87466,-76.551677,0.388,38.8,23.7,74.7,0.31,0.32,1.06,3.4,27.097,11.275,0.42,GCW-UP-SF-C11a,Default,,,,,,
HG279332,278928,6/28/2023 14:56,Default,38.874645,-76.55176,0.376,37.6,23.7,74.7,0.22,0.22,0.77,3.4,25.933,7.788,0.3,GCW-UP-SF-C11b,Default,,,,,,
HG279332,278928,6/28/2023 14:56,Default,38.874646,-76.55171,0.213,21.3,23.7,74.7,0.13,0.13,1.07,3.4,12.96,4.586,0.35,GCW-UP-SF-C11c,Default,,,,,,
HG279332,278928,6/28/2023 14:57,Default,38.874647,-76.551722,0.477,47.7,23.5,74.3,0.46,0.46,1.1,3.4,36.193,16.389,0.45,GCW-UP-SF-C10a,Default,,,,,,
HG279332,278928,6/28/2023 14:58,Default,38.874649,-76.551766,0.494,49.4,23.5,74.3,0.59,0.6,1.36,3.4,38.131,21.061,0.55,GCW-UP-SF-C10b,Default,,,,,,
HG279332,278928,6/28/2023 14:58,Default,38.874651,-76.551797,0.474,47.4,23.5,74.3,0.54,0.55,1.33,3.4,35.858,19.569,0.55,GCW-UP-SF-C10c,Default,,,,,,
HG279332,278928,6/28/2023 14:59,Default,38.874674,-76.551788,0.309,30.9,23.5,74.3,0.23,0.23,1.08,3.4,20.057,8.18,0.41,GCW-UP-SF-C7a,Default,,,,,,
HG279332,278928,6/28/2023 15:00,Default,38.87482,-76.552082,0.287,28.7,23.5,74.3,0.2,0.21,1.11,3.4,18.256,7.27,0.4,GCW-UP-SF-C7b,Default,,,,,,
HG279332,278928,6/28/2023 15:01,Default,38.874978,-76.551832,0.415,41.5,23.3,73.9,0.3,0.3,0.9,3.4,29.702,10.652,0.36,GCW-UP-SF-C7c,Default,,,,,,
HG279332,278928,6/28/2023 15:04,Default,38.874538,-76.55216,0.303,30.3,23.5,74.3,0.19,0.19,0.92,3.4,19.59,6.736,0.34,GCW-UP-SF-C19a,Default,,,,,,
HG279332,278928,6/28/2023 15:05,Default,38.874696,-76.55213,0.259,25.9,23.5,74.3,0.14,0.15,0.92,3.4,16.16,5.173,0.32,GCW-UP-SF-C19b,Default,,,,,,
HG279332,278928,6/28/2023 15:05,Default,38.874678,-76.552052,0.212,21.2,23.5,74.3,0.14,0.14,1.16,3.4,12.861,4.881,0.38,GCW-UP-SF-C19c,Default,,,,,,
HG279332,278928,6/28/2023 15:06,Default,38.87474,-76.552226,0.273,27.3,23.5,74.3,0.24,0.25,1.43,3.4,17.164,8.682,0.51,GCW-UP-SF-C9a,Default,,,,,,
HG279332,278928,6/28/2023 15:07,Default,38.874729,-76.552219,0.249,24.9,23.7,74.7,0.2,0.21,1.37,3.4,15.411,7.318,0.47,GCW-UP-SF-C9b,Default,,,,,,
HG279332,278928,6/28/2023 15:07,Default,38.874734,-76.552327,0.332,33.2,23.7,74.7,0.35,0.36,1.52,3.4,22.006,12.663,0.58,GCW-UP-SF-C9c,Default,,,,,,
