"Project","Region","Year","Month","Day","Site","Plot","Replicate","Depth_cm","Sample_ID","Sampler_Type","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","NOx_mgL","NOx_uM","NOx_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_flag","DIC_mgL","DIC_uM","DIC_flag"
"COMPASS: Synoptic","CB",2022,11,15,"GCW","WC","B",45,"GCW_202211_WC_SIPB_45CM","Porewater Sipper (Teflon)",487.7467,15.2136,"",5895.3001,166.299,NA,10.6528,1218.031,15.203,"",1.761723,125.777164,"",0.47038,33.5825,"",0.01656,1.182291,"bdl",3.144,0.529,"",0,0,"bdl",110.5,9199.9,""
"COMPASS: Synoptic","CB",2022,11,15,"GCW","WC","C",10,"GCW_202211_WC_SIPC_10CM","Porewater Sipper (Teflon)",915.8439,28.5666,"",7651.9177,215.851,NA,13.827,278.864,19.237,"",0.076317,5.448607,"",0.01655,1.181577,"",0.003968,0.283293,"bdl",2.38,0.793,"",0,0,"bdl",43.66,3635,""
"COMPASS: Synoptic","CB",2022,11,15,"GCW","WC","C",45,"GCW_202211_WC_SIPC_45CM","Porewater Sipper (Teflon)",467.7261,14.5891,"",5581.6634,157.4517,NA,10.0861,1108.977,50.359,"",0.840539,60.009781,"",-0.001887,-0.134721,"bdl",0.009681,0.691169,"bdl",2.38,0.458,"",0,0,"bdl",94.18,7841.15,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","A",10,"MSM_202211_WC_SIPA_10CM","Porewater Sipper (Teflon)",2544.4789,79.3662,"adl",19269.7855,543.5765,NA,34.8205,104.995,1.066,"adl",0.333659,23.821385,"",0.020365,1.453947,"",0.001055,0.075321,"bdl",2.838,0.916,"",0,0,"bdl",31.09,2588.46,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","A",20,"MSM_202211_WC_SIPA_20CM","Porewater Sipper (Teflon)",2365.1949,73.774,"adl",14059.6966,396.6064,NA,25.4059,165.701,7.059,"adl",0.502981,35.910029,"",0.029539,2.108919,"",0.001651,0.117872,"bdl",2.38,0.458,"",0,0,"bdl",52.11,4338.52,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","B",10,"MSM_202211_WC_SIPB_10CM","Porewater Sipper (Teflon)",1928.2227,60.1442,"",12520.9488,353.2002,NA,22.6254,179.868,11.414,"adl",0.281083,20.067753,"",0.034631,2.47246,"",-0.00045,0,"bdl",3.907,0.529,"",0,0,"bdl",41.17,3427.69,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","B",20,"MSM_202211_WC_SIPB_20CM","Porewater Sipper (Teflon)",2019.4264,62.989,"adl",13915.6787,392.5438,NA,25.1457,190.337,6.542,"adl",0.092546,6.607267,"",0.010792,0.770488,"",-0.001216,0,"bdl",0.548,0,"",0.455,0,"",83.71,6969.44,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","C",10,"MSM_202211_WC_SIPC_10CM","Porewater Sipper (Teflon)",1799.4067,56.1262,"",12594.9451,355.2876,NA,22.7591,188.358,8.831,"adl",0.853595,60.941906,"",0.041667,2.974791,"",0.000349,0.024917,"bdl",4.518,0.264,"",0,0,"bdl",81.75,6806.26,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","C",20,"MSM_202211_WC_SIPC_20CM","Porewater Sipper (Teflon)",931.6248,29.0588,"",10231.9213,288.6297,NA,18.4891,194.868,3.616,"adl",1.294544,92.423197,"",0.072421,5.170454,"",0.000979,0.069895,"bdl",31.851,3.218,"",0,0,"bdl",116.2,9674.47,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","A",10,"GWI_202211_WC_SIPA_10CM","Porewater Sipper (Teflon)",2204.6568,68.7666,"",15599.595,440.045,NA,28.1885,0,0,"bdl",1.226351,87.554599,"",0.013759,0.982316,"",0.011785,0.841383,"bdl",644.653,12.606,"",213.292,63.134,"",46.47,3868.95,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","A",20,"GWI_202211_WC_SIPA_20CM","Porewater Sipper (Teflon)",1879.0113,58.6092,"",13943.5739,393.3307,NA,25.1961,0,0,"bdl",1.25706,89.74705,"",0.008785,0.6272,"",0.01595,1.138741,"bdl",713.417,16.208,"",1846.836,462.996,"",71.17,5925.4,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","A",45,"GWI_202211_WC_SIPA_45CM","Porewater Sipper (Teflon)",1385.1427,43.2047,"",12076.5516,340.6644,NA,21.8224,1.175,0.166,"",1.092076,77.968115,"",0.001185,0.084602,"bdl",0.01363,0.973106,"bdl",2846.368,180.086,"",0,0,"bdl",60.52,5038.71,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","B",10,"GWI_202211_WC_SIPB_10CM","Porewater Sipper (Teflon)",2026.1512,63.1987,"",15201.6093,428.8183,NA,27.4693,0,0,"bdl",1.193944,85.24092,"",0.008983,0.641336,"",0.010799,0.770988,"bdl",275.049,12.538,"",531.031,162.493,"",68.38,5693.11,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","B",20,"GWI_202211_WC_SIPB_20CM","Porewater Sipper (Teflon)",1997.9919,62.3204,"",14712.2869,415.0151,NA,26.5851,0,0,"bdl",1.048327,74.844681,"",0.010556,0.753639,"",0.012671,0.904638,"bdl",747.799,50.424,"",1447.098,127.032,"",70.22,5846.31,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","B",45,"GWI_202211_WC_SIPB_45CM","Porewater Sipper (Teflon)",1644.4313,51.2923,"",13187.5931,372.0054,NA,23.83,0,0,"bdl",1.560334,111.399116,"",0.010396,0.742216,"",0.014454,1.031935,"bdl",2233.861,84.641,"",0,0,"bdl",47.78,3978.02,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","WC","C",10,"GWI_202211_WC_SIPC_10CM","Porewater Sipper (Teflon)",2380.9384,74.2651,"",15796.5467,445.6008,NA,28.5444,0,0,"bdl",1.156494,82.5672,"",0.014736,1.052068,"",0.017157,1.224914,"bdl",1123.028,156.92,"",0,0,"bdl",64.3,5353.43,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","A",10,"MSM_202205_WC_SIPA_10CM","Porewater Sipper (Teflon)",924.7531,28.8445,"",5530.7409,156.0153,NA,9.9941,58.886,2.25,"",0.135591,9.680439,"",0.031756,2.267201,"",NA,NA,"",143.658,5.326,"",34.216,14.974,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","A",20,"MSM_202205_WC_SIPA_20CM","Porewater Sipper (Teflon)",686.1893,21.4033,"",5431.4492,153.2144,NA,9.8147,138.762,0.651,"adl",0.264576,18.889246,"",0.066781,4.76779,"",NA,NA,"",33.949,7.119,"",10.911,4.26,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","A",45,"MSM_202205_WC_SIPA_45CM","Porewater Sipper (Teflon)",399.7609,12.4691,"",6610.5489,186.4753,NA,11.9453,NA,NA,"",0.307389,21.945854,"",0.025571,1.825626,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","B",10,"MSM_202205_WC_SIPB_10CM","Porewater Sipper (Teflon)",747.5236,23.3164,"",5169.8182,145.8341,NA,9.3419,124.993,3.156,"adl",0.124875,8.915376,"",0.027584,1.969343,"",NA,NA,"",38.341,4.644,"",85.373,5.476,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","B",20,"MSM_202205_WC_SIPB_20CM","Porewater Sipper (Teflon)",706.2678,22.0296,"",5130.6569,144.7294,NA,9.2711,119.027,6.271,"adl",0.222125,15.858482,"",0.070832,5.057008,"",NA,NA,"",32.935,2.341,"",51.947,54.559,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","C",10,"MSM_202205_WC_SIPC_10CM","Porewater Sipper (Teflon)",869.9081,27.1338,"",5414.163,152.7267,NA,9.7834,4.312,0.541,"",0.060283,4.303869,"",0.022317,1.593309,"",NA,NA,"",32.935,10.407,"",6.207,5.682,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,2,"MSM","WC","C",20,"MSM_202205_WC_SIPC_20CM","Porewater Sipper (Teflon)",707.5838,22.0706,"",5871.7714,165.6353,NA,10.6103,133.153,6.799,"adl",0.077934,5.564051,"",0.058239,4.157939,"",NA,NA,"",175.645,8.468,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,5,"GWI","WC","A",10,"GWI_202205_WC_SIPA_10CM","Porewater Sipper (Teflon)",1122.2131,35.0035,"",8620.2723,243.1671,NA,15.5769,0,0,"bdl",0.156415,11.167156,"",0.014272,1.018941,"",NA,NA,"",9.039,1.365,"",15.4,1.807,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,5,"GWI","WC","A",20,"GWI_202205_WC_SIPA_20CM","Porewater Sipper (Teflon)",1068.0465,33.314,"",8895.0238,250.9175,NA,16.0733,0,0,"bdl",0.233058,16.639037,"",0.006308,0.450356,"",NA,NA,"",295.975,32.107,"",47.848,20.858,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,5,"GWI","WC","B",10,"GWI_202205_WC_SIPB_10CM","Porewater Sipper (Teflon)",853.2639,26.6146,"",6491.3243,183.1121,NA,11.7298,0,0,"bdl",0.170483,12.171532,"",0.008936,0.63798,"",NA,NA,"",10.616,4.096,"",26.738,2.963,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,5,5,"GWI","WC","C",10,"GWI_202205_WC_SIPC_10CM","Porewater Sipper (Teflon)",939.1756,29.2943,"",7313.1045,206.2935,NA,13.2148,0,0,"bdl",0.213778,15.262553,"",0.011143,0.795548,"",NA,NA,"",154.084,66.314,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","A",10,"MSM_202206_WC_SIPA_10CM","Porewater Sipper (Teflon)",1348.5148,42.0622,"",13166.7336,371.417,NA,23.7923,NA,NA,"",0.156065,11.142168,"",0.010735,0.766419,"",-0.000626,0,"bdl",150.808,11.165,"",0.768,1.329,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","B",10,"MSM_202206_WC_SIPB_10CM","Porewater Sipper (Teflon)",1858.5917,57.9723,"",13890.1816,391.8246,NA,25.0996,NA,NA,"",0.142927,10.204188,"",0.004275,0.305211,"",-0.011465,0,"bdl",83.197,3.011,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","C",10,"MSM_202206_WC_SIPC_10CM","Porewater Sipper (Teflon)",1562.4614,48.7355,"",13058.1191,368.3531,NA,23.596,NA,NA,"",0.255446,18.237415,"",0.017443,1.245333,"",-0.008613,0,"bdl",148.174,7.31,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","A",20,"MSM_202206_WC_SIPA_20CM","Porewater Sipper (Teflon)",1287.7677,40.1674,"",12354.129,348.4945,NA,22.3239,NA,NA,"",0.209724,14.97312,"",0.062092,4.433021,"",-0.008189,0,"bdl",7.372,0.39,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","B",20,"MSM_202206_WC_SIPB_20CM","Porewater Sipper (Teflon)",1773.4014,55.3151,"",13376.0845,377.3226,NA,24.1706,NA,NA,"",0.204225,14.580522,"",0.02473,1.765584,"",-0.011907,0,"bdl",5.008,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","C",20,"MSM_202206_WC_SIPC_20CM","Porewater Sipper (Teflon)",1360.9248,42.4493,"",11643.6809,328.4536,NA,21.0402,NA,NA,"",0.727078,51.909301,"",0.041794,2.983858,"",-0.010397,0,"bdl",6.246,0.338,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","A",45,"MSM_202206_WC_SIPA_45CM","Porewater Sipper (Teflon)",738.1892,23.0252,"",9573.2135,270.0483,NA,17.2988,NA,NA,"",0.21393,15.273405,"",0.009443,0.674177,"",-0.000547,0,"bdl",5816.404,396.311,"",238.174,127.631,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","WC","C",45,"MSM_202206_WC_SIPC_45CM","Porewater Sipper (Teflon)",453.6237,14.1492,"",14717.2535,415.1552,NA,26.5941,NA,NA,"",2.175742,155.335804,"adl",0.016878,1.204995,"",-0.002934,0,"bdl",423.864,181.371,"",36.207,44.262,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","A",20,"GWI_202206_WC_SIPA_20CM","Porewater Sipper (Teflon)",923.6507,28.8101,"",8409.8399,237.231,NA,15.1966,0,0,"bdl",0.17302,12.35266,"",0.005994,0.427938,"",-0.008172,0,"bdl",135.953,21.284,"",45.943,4.016,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","C",20,"GWI_202206_WC_SIPC_20CM","Porewater Sipper (Teflon)",1156.6627,36.0781,"",9115.1496,257.1269,NA,16.4711,0,0,"bdl",0.190366,13.591067,"",0.00903,0.644691,"",-0.012684,0,"bdl",1412.15,132.55,"",402.876,50.188,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","A",45,"GWI_202206_WC_SIPA_45CM","Porewater Sipper (Teflon)",1284.9546,40.0797,"",9319.6766,262.8964,NA,16.8407,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",2543.099,571.065,"",178.379,159.634,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","B",45,"GWI_202206_WC_SIPB_45CM","Porewater Sipper (Teflon)",785.3511,24.4963,"",7380.6334,208.1984,NA,13.3368,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",497.205,51.507,"",115.77,15.187,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","C",45,"GWI_202206_WC_SIPC_45CM","Porewater Sipper (Teflon)",22.1018,0.6894,"",504.2877,14.2253,NA,0.9113,0,0,"bdl",0.251411,17.949339,"",0.004208,0.300428,"",-0.006453,0,"bdl",33.476,1.365,"",1.523,2.23,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","C",45,"GWI_202206_WC_SIPC_45CM","Porewater Sipper (Teflon)",22.1018,0.6894,"",504.2877,14.2253,NA,0.9113,0,0,"bdl",0.251411,17.949339,"",0.002174,0.155211,"bdl",-0.006453,0,"bdl",33.476,1.365,"",1.523,2.23,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","C",45,"GWI_202206_WC_SIPC_45CM","Porewater Sipper (Teflon)",22.1018,0.6894,"",504.2877,14.2253,NA,0.9113,0,0,"bdl",0.046118,3.292567,"",0.004208,0.300428,"",-0.006453,0,"bdl",33.476,1.365,"",1.523,2.23,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,9,"GWI","WC","C",45,"GWI_202206_WC_SIPC_45CM","Porewater Sipper (Teflon)",22.1018,0.6894,"",504.2877,14.2253,NA,0.9113,0,0,"bdl",0.046118,3.292567,"",0.002174,0.155211,"bdl",-0.006453,0,"bdl",33.476,1.365,"",1.523,2.23,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","A",10,"GCW_202206_WC_SIPA_10CM","Porewater Sipper (Teflon)",298.7135,9.3173,"",3113.7509,87.835,NA,5.6266,0,0,"bdl",0.226369,16.16148,"",0.129807,9.267493,"",-0.000326,0,"bdl",1.629,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","B",10,"GCW_202206_WC_SIPB_10CM","Porewater Sipper (Teflon)",374.4037,11.6782,"",3442.6963,97.1141,NA,6.221,0,0,"bdl",0.112369,8.022518,"",0.153755,10.977247,"",-0.006137,0,"bdl",44.647,1.279,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","C",10,"GCW_202206_WC_SIPC_10CM","Porewater Sipper (Teflon)",183.7061,5.7301,"",2813.9363,79.3776,NA,5.0848,0,0,"bdl",0.232412,16.592916,"",0.189016,13.494685,"",-0.005815,0,"bdl",20.548,0.78,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","A",20,"GCW_202206_WC_SIPA_20CM","Porewater Sipper (Teflon)",359.856,11.2245,"",4061.9509,114.5825,NA,7.34,0,0,"bdl",0.611366,43.648111,"",0.194354,13.875788,"",0.000644,0.045978,"bdl",1.291,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","B",20,"GCW_202206_WC_SIPB_20CM","Porewater Sipper (Teflon)",342.8995,10.6956,"",3360.2365,94.7881,NA,6.072,160.494,7.05,"adl",0.472924,33.764127,"",0.261797,18.690841,"",-0.006122,0,"bdl",12.778,2.146,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","C",20,"GCW_202206_WC_SIPC_20CM","Porewater Sipper (Teflon)",344.4022,10.7424,"",3337.6873,94.152,NA,6.0312,153.258,6.641,"adl",0.308067,21.99426,"",0.182828,13.052896,"",0.001496,0.106806,"bdl",18.296,3.721,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","A",45,"GCW_202206_WC_SIPA_45CM","Porewater Sipper (Teflon)",91.5971,2.8571,"",5352.5091,150.9876,NA,9.672,NA,NA,"",2.334948,166.702221,"adl",0.476831,34.043065,"",0.009381,0.669751,"bdl",1.066,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","B",45,"GCW_202206_WC_SIPB_45CM","Porewater Sipper (Teflon)",245.202,7.6482,"",4209.7454,118.7516,NA,7.607,NA,NA,"",1.53294,109.443338,"",0.389736,27.824969,"",-0.004334,0,"bdl",0.728,0.195,"",0.508,0.812,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,10,"GCW","WC","C",45,"GCW_202206_WC_SIPC_45CM","Porewater Sipper (Teflon)",422.751,13.1862,"",4173.095,117.7178,NA,7.5408,NA,NA,"",0.947599,67.653266,"",0.201834,14.409818,"",-0.005723,0,"bdl",0.841,0.338,"",0.026,0.046,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","A",10,"GCW_202207_WC_SIPA_10CM","Porewater Sipper (Teflon)",342.0715,10.6697,"",4065.332,114.6779,NA,7.3461,8585.385,453.308,"adl",0.223085,15.927021,"",-0.002655,-0.189552,"bdl",-0.007697,0,"bdl",1.629,0.516,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","B",10,"GCW_202207_WC_SIPB_10CM","Porewater Sipper (Teflon)",583.0435,18.186,"",3937.3317,111.0672,NA,7.1148,4026.671,190.098,"",0.08478,6.052818,"",0.108339,7.734798,"",-0.005294,0,"bdl",47.8,1.218,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","C",10,"GCW_202207_WC_SIPC_10CM","Porewater Sipper (Teflon)",581.2771,18.1309,"",3733.0173,105.3037,NA,6.7456,8502.992,374.981,"adl",0.210737,15.045443,"",0.205373,14.662483,"",0.00136,0.097096,"bdl",4.557,0.676,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","A",20,"GCW_202207_WC_SIPA_20CM","Porewater Sipper (Teflon)",381.8156,11.9094,"",4296.7416,121.2057,NA,7.7642,9229.35,290.195,"adl",0.646168,46.132779,"",-0.00044,-0.031414,"bdl",0.000772,0.055116,"bdl",1.179,0,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","B",20,"GCW_202207_WC_SIPB_20CM","Porewater Sipper (Teflon)",554.4386,17.2938,"",4062.0082,114.5842,NA,7.3401,7401.529,615.067,"adl",0.288544,20.600427,"",0.279721,19.970514,"",-0.005822,0,"bdl",2.417,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","C",20,"GCW_202207_WC_SIPC_20CM","Porewater Sipper (Teflon)",600.8407,18.7411,"",4211.268,118.7946,NA,7.6098,8128.971,448.341,"adl",0.33591,23.982094,"",0.202897,14.48571,"",0.007521,0.536957,"bdl",3.769,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","A",45,"GCW_202207_WC_SIPA_45CM","Porewater Sipper (Teflon)",91.2859,2.8473,"",4991.0281,140.7906,NA,9.0188,8701.385,405.528,"adl",1.021329,72.917175,"",-0.001854,-0.132365,"bdl",-0.004332,0,"bdl",2.192,0,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","B",45,"GCW_202207_WC_SIPB_45CM","Porewater Sipper (Teflon)",352.5223,10.9957,"",3847.1959,108.5246,NA,6.9519,9615.296,225.775,"adl",1.2168,86.872711,"",0.442157,31.567536,"",-8.8e-05,0,"bdl",0.728,0.39,"",0.053,0.046,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,11,"GCW","WC","C",45,"GCW_202207_WC_SIPC_45CM","Porewater Sipper (Teflon)",972.2943,30.3273,"",10246.3301,289.0361,NA,18.5151,8963.742,64.256,"adl",0.909347,64.922287,"",0.265168,18.931511,"",0.003619,0.258376,"bdl",0.954,0.195,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","A",10,"GWI_202207_WC_SIPA_10CM","Porewater Sipper (Teflon)",1043.0344,32.5338,"",7247.5449,204.4441,NA,13.0963,0,0,"bdl",0.34007,24.279095,"",0.027538,1.966059,"",0.007092,0.506329,"bdl",234.489,33.22,"",31.848,13.18,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","B",10,"GWI_202207_WC_SIPB_10CM","Porewater Sipper (Teflon)",1180.7728,36.8301,"",8532.5495,240.6925,NA,15.4183,0,0,"bdl",0.308248,22.007182,"",0.026925,1.922294,"",0.004933,0.352189,"bdl",109.94,20.616,"",37.683,5.058,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","C",10,"GWI_202207_WC_SIPC_10CM","Porewater Sipper (Teflon)",1115.3174,34.7884,"",8083.0285,228.0121,NA,14.6061,0,0,"bdl",0.320254,22.864343,"",0.045802,3.270006,"",0.014644,1.0455,"bdl",232.912,21.674,"",8.224,9.308,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","A",20,"GWI_202207_WC_SIPA_20CM","Porewater Sipper (Teflon)",1226.3117,38.2505,"",8872.2784,250.2758,NA,16.0322,0,0,"bdl",0.739492,52.795591,"",0.871984,62.254778,"",0.006936,0.495192,"bdl",1431.467,79.041,"",336.885,65.376,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","A",20,"GWI_202207_WC_SIPA_20CM","Porewater Sipper (Teflon)",1226.3117,38.2505,"",8872.2784,250.2758,NA,16.0322,0,0,"bdl",0.739492,52.795591,"",0.027617,1.971699,"",0.006936,0.495192,"bdl",1431.467,79.041,"",336.885,65.376,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","B",20,"GWI_202207_WC_SIPB_20CM","Porewater Sipper (Teflon)",1324.4669,41.3121,"",9408.1336,265.3916,NA,17.0005,0,0,"bdl",0.388875,27.763499,"",0.0391,2.791521,"",0.004856,0.346691,"bdl",276.268,13.025,"",9.197,15.93,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","C",20,"GWI_202207_WC_SIPC_20CM","Porewater Sipper (Teflon)",1063.0874,33.1593,"",7666.9799,216.2759,NA,13.8543,0,0,"bdl",0.395185,28.213998,"",0.039343,2.80887,"",0.000402,0.028701,"bdl",407.568,42.793,"",37.808,65.486,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","A",45,"GWI_202207_WC_SIPA_45CM","Porewater Sipper (Teflon)",1283.4062,40.0314,"",8679.6953,244.8433,NA,15.6842,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","B",45,"GWI_202207_WC_SIPB_45CM","Porewater Sipper (Teflon)",1399.6069,43.6559,"",10991.8124,310.0652,NA,19.8622,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","C",45,"GWI_202207_WC_SIPC_45CM","Porewater Sipper (Teflon)",1635.7937,51.0229,"",11154.3742,314.6509,NA,20.156,27.362,9.199,"",0.68302,48.763806,"",0.828946,59.182106,"",0.002512,0.179343,"bdl",3237.65,559.809,"",350.061,590.703,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,13,"GWI","WC","C",45,"GWI_202207_WC_SIPC_45CM","Porewater Sipper (Teflon)",1635.7937,51.0229,"",11154.3742,314.6509,NA,20.156,27.362,9.199,"",0.68302,48.763806,"",0.041092,2.933739,"",0.002512,0.179343,"bdl",3237.65,559.809,"",350.061,590.703,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","A",10,"MSM_202207_WC_SIPA_10CM","Porewater Sipper (Teflon)",592.5776,18.4834,"",4863.3627,137.1894,NA,8.7881,NA,NA,"",0.05031,3.591852,"",8.1e-05,0.005783,"bdl",-0.001602,0,"bdl",11.201,0.39,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","B",10,"MSM_202207_WC_SIPB_10CM","Porewater Sipper (Teflon)",1137.1783,35.4703,"",7756.7092,218.807,NA,14.0164,NA,NA,"",0.208089,14.85639,"",0.039358,2.809941,"",-0.001046,0,"bdl",16.381,3.559,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","C",10,"MSM_202207_WC_SIPC_10CM","Porewater Sipper (Teflon)",988.5871,30.8355,"",7483.3677,211.0964,NA,13.5225,NA,NA,"",0.285155,20.358471,"",0.059189,4.225763,"",0.003144,0.224464,"bdl",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","A",20,"MSM_202207_WC_SIPA_20CM","Porewater Sipper (Teflon)",662.1419,20.6532,"",5495.5585,155.0228,NA,9.9305,NA,NA,"",0.145206,10.366896,"",-0.003561,-0.254235,"bdl",-0.002859,0,"bdl",2.192,0.338,"",0,0,"bdl",NA,NA,""
"COMPASS: Synoptic","CB",2022,7,14,"MSM","WC","B",20,"MSM_202207_WC_SIPB_20CM","Porewater Sipper (Teflon)",959.8857,29.9403,"",8914.4676,251.4659,NA,16.1085,NA,NA,"",0.345443,24.662697,"",0.115554,8.249909,"",0.008361,0.596929,"bdl",5.008,4.587,"",0,0,"bdl",NA,NA,""
