"","HydraGO.Serial","HydraProbe.Serial","Timestamp","Latitude","Longitude","Soil.Moisture..wfv.","Soil.Moisture....","Soil.Temperature..C.","Soil.Temperature..F.","Bulk.EC.Raw...dS.m.","Bulk.EC.TC...dS.m.","Pore.Water.EC..dS.m.","Pore.Water.EC.Offset","Raw.Real.Dielectric","Raw.Imaginary.Dielectric","Loss.Tangent","Memo","Site","Zone","Type","Replicate","Month"
"413","HG279332",278928,"6/29/2023 11:10",38.43084,-76.225834,0.181,18.1,26.9,80.5,0.12,0.12,1.26,3.4,10.899,4.43,0.41,"MSM_UP_SF_2a","MSM","UP","SapFlow Tree","2","June"
"414","HG279332",278928,"6/29/2023 11:11",38.430849,-76.225929,0.168,16.8,26.9,80.5,0.15,0.14,1.64,3.4,10.113,5.283,0.52,"MSM_UP_SF_2b","MSM","UP","SapFlow Tree","2","June"
"415","HG279332",278928,"6/29/2023 11:11",38.430795,-76.225976,0.197,19.7,26.9,80.5,0.37,0.36,3.32,3.4,11.905,13.249,1.11,"MSM_UP_SF_2c","MSM","UP","SapFlow Tree","2","June"
"416","HG279332",278928,"6/29/2023 11:13",38.430645,-76.226199,0.059,5.9,26.9,80.5,0.07,0.07,4.04,3.4,4.761,2.686,0.56,"MSM_UP_SF_1a","MSM","UP","SapFlow Tree","1","June"
"417","HG279332",278928,"6/29/2023 11:13",38.430666,-76.22639,0.095,9.5,26.9,80.5,0.21,0.2,5.37,3.4,6.321,7.516,1.19,"MSM_UP_SF_1b","MSM","UP","SapFlow Tree","1","June"
"418","HG279332",278928,"6/29/2023 11:14",38.430789,-76.226192,0.083,8.3,27.2,81,0.14,0.14,4.61,3.4,5.785,5.2,0.9,"MSM_UP_SF_1c","MSM","UP","SapFlow Tree","1","June"
"419","HG279332",278928,"6/29/2023 11:50",38.430542,-76.226922,0.877,87.7,29.8,85.6,3.81,3.56,3.09,3.4,93.904,137.121,1.46,"MSM_TR_SF_4a","MSM","TR","SapFlow Tree","4","June"
"420","HG279332",278928,"6/29/2023 11:51",38.430542,-76.226922,0.321,32.1,29.8,85.6,2.35,2.2,9.77,3.4,21.076,84.678,4.02,"MSM_TR_SF_4b","MSM","TR","SapFlow Tree","4","June"
"421","HG279332",278928,"6/29/2023 11:52",38.430542,-76.226922,0.46,46,29.8,85.6,3.52,3.29,8.34,3.4,34.354,126.591,3.68,"MSM_TR_SF_4c","MSM","TR","SapFlow Tree","4","June"
"422","HG279332",278928,"6/29/2023 11:55",38.430542,-76.226922,0.877,87.7,29.8,85.6,3.15,2.95,2.56,3.4,93.855,113.375,1.21,"MSM_TR_SF_1a","MSM","TR","SapFlow Tree","1","June"
"423","HG279332",278928,"6/29/2023 11:55",38.430445,-76.227044,0.699,69.9,29.8,85.6,3.3,3.09,3.94,3.4,64.922,118.708,1.83,"MSM_TR_SF_1b","MSM","TR","SapFlow Tree","1","June"
"424","HG279332",278928,"6/29/2023 11:55",38.430448,-76.227132,0.95,95,29.8,85.6,3.22,3.01,1.66,3.4,145.72,115.722,0.79,"MSM_TR_SF_1c","MSM","TR","SapFlow Tree","1","June"
"425","HG279332",278928,"6/29/2023 11:56",38.430542,-76.226922,0.95,95,29.8,85.6,2.91,2.72,1.36,3.4,160.799,104.567,0.65,"MSM_TR_SF_8a","MSM","TR","SapFlow Tree","8","June"
"426","HG279332",278928,"6/29/2023 11:56",38.430479,-76.227023,0.95,95,29.8,85.6,3.22,3.01,1.98,3.4,122.815,115.722,0.94,"MSM_TR_SF_8b","MSM","TR","SapFlow Tree","8","June"
"427","HG279332",278928,"6/29/2023 11:56",38.43047,-76.22711,0.95,95,29.8,85.6,3.59,3.36,1.65,3.4,163.075,129.202,0.79,"MSM_TR_SF_8c","MSM","TR","SapFlow Tree","8","June"
"428","HG279332",278928,"6/29/2023 12:00",38.430542,-76.226922,0.95,95,29.8,85.6,3.77,3.53,2.11,3.4,134.591,135.695,1.01,"MSM_TR_SF_2a","MSM","TR","SapFlow Tree","2","June"
"429","HG279332",278928,"6/29/2023 12:00",38.43047,-76.227166,0.95,95,29.8,85.6,3.89,3.64,2.04,3.4,143.597,140.091,0.98,"MSM_TR_SF_2b","MSM","TR","SapFlow Tree","2","June"
"430","HG279332",278928,"6/29/2023 12:00",38.430489,-76.227086,0.95,95,29.8,85.6,3.45,3.23,2.23,3.4,117.257,124.146,1.06,"MSM_TR_SF_2c","MSM","TR","SapFlow Tree","2","June"
"431","HG279332",278928,"6/29/2023 12:06",38.430542,-76.226922,0.95,95,30.4,86.8,3.5,3.25,1.84,3.4,141.784,125.996,0.89,"MSM_TR_SF_5a","MSM","TR","SapFlow Tree","5","June"
"432","HG279332",278928,"6/29/2023 12:06",38.430542,-76.226922,0.95,95,30.4,86.8,3.75,3.48,2.54,3.4,111.059,134.983,1.22,"MSM_TR_SF_5b","MSM","TR","SapFlow Tree","5","June"
"433","HG279332",278928,"6/29/2023 12:07",38.430376,-76.226968,0.942,94.2,30.4,86.8,3.27,3.04,2.33,3.4,105.754,117.722,1.11,"MSM_TR_SF_5c","MSM","TR","SapFlow Tree","5","June"
"434","HG279332",278928,"6/29/2023 12:10",38.430542,-76.226922,0.655,65.5,30.4,86.8,3.15,2.92,4.16,3.4,58.551,113.481,1.94,"MSM_TR_SF_7a","MSM","TR","SapFlow Tree","7","June"
"435","HG279332",278928,"6/29/2023 12:10",38.430394,-76.226766,0.95,95,30.4,86.8,3.61,3.34,1.77,3.4,151.548,129.871,0.86,"MSM_TR_SF_7b","MSM","TR","SapFlow Tree","7","June"
"436","HG279332",278928,"6/29/2023 12:11",38.430366,-76.226848,0.95,95,30.4,86.8,3.36,3.11,2.07,3.4,121.163,120.69,1,"MSM_TR_SF_7c","MSM","TR","SapFlow Tree","7","June"
"437","HG279332",278928,"6/29/2023 12:11",38.430542,-76.226922,0.502,50.2,30.4,86.8,3.26,3.01,6.64,3.4,38.999,117.097,3,"MSM_TR_SF_6a","MSM","TR","SapFlow Tree","6","June"
"438","HG279332",278928,"6/29/2023 12:12",38.430383,-76.22696,0.459,45.9,30.4,86.8,4.09,3.79,9.64,3.4,34.276,147.282,4.3,"MSM_TR_SF_6b","MSM","TR","SapFlow Tree","6","June"
"439","HG279332",278928,"6/29/2023 12:12",38.430451,-76.226925,0.95,95,30.4,86.8,3.76,3.48,2.2,3.4,127.585,135.371,1.06,"MSM_TR_SF_6c","MSM","TR","SapFlow Tree","6","June"
"440","HG279332",278928,"6/29/2023 12:13",38.430542,-76.226922,0.95,95,30.4,86.8,3.48,3.22,1.94,3.4,133.965,125.056,0.93,"MSM_TR_SF_3a","MSM","TR","SapFlow Tree","3","June"
"441","HG279332",278928,"6/29/2023 12:14",38.430542,-76.226922,0.95,95,30.4,86.8,3.66,3.38,1.95,3.4,139.369,131.588,0.94,"MSM_TR_SF_3b","MSM","TR","SapFlow Tree","3","June"
"442","HG279332",278928,"6/29/2023 12:14",38.430427,-76.22706,0.477,47.7,30.4,86.8,3.4,3.15,7.52,3.4,36.262,122.35,3.37,"MSM_TR_SF_3c","MSM","TR","SapFlow Tree","3","June"
"443","HG279332",278928,"6/29/2023 12:38",38.430667,-76.226585,0.95,95,30.1,86.2,3.17,2.95,1.5,3.4,158.218,114.091,0.72,"MSM_WC_1","MSM","WC",NA,"1","June"
"444","HG279332",278928,"6/29/2023 12:41",38.429138,-76.227445,0.95,95,30.1,86.2,3.13,2.9,1.86,3.4,126.103,112.43,0.89,"MSM_WC_A","MSM","WC",NA,"A","June"
"445","HG279332",278928,"6/29/2023 12:41",38.429104,-76.227474,0.95,95,30.1,86.2,3.18,2.95,1.49,3.4,158.475,114.236,0.72,"MSM_WC_3","MSM","WC",NA,"3","June"
"446","HG279332",278928,"6/29/2023 12:42",38.429131,-76.227465,0.95,95,30.4,86.8,2.99,2.77,1.56,3.4,142.995,107.451,0.75,"MSM_WC_B","MSM","WC",NA,"B","June"
"447","HG279332",278928,"6/29/2023 12:42",38.429141,-76.227474,0.95,95,30.4,86.8,3.81,3.54,1.56,3.4,181.443,137.142,0.76,"MSM_WC_3","MSM","WC",NA,"3","June"
"448","HG279332",278928,"6/29/2023 12:42",38.429141,-76.227479,0.95,95,30.1,86.2,3.8,3.53,1.75,3.4,162.042,136.835,0.84,"MSM_WC_4","MSM","WC",NA,"4","June"
"449","HG279332",278928,"6/29/2023 12:43",38.429181,-76.227492,0.95,95,30.1,86.2,3.17,2.95,1.38,3.4,171.544,114.127,0.67,"MSM_WC_C","MSM","WC",NA,"C","June"
"450","HG279332",278928,"6/29/2023 12:43",38.429223,-76.227509,0.95,95,30.1,86.2,3.17,2.95,1.5,3.4,158.218,114.091,0.72,"MSM_WC_5","MSM","WC",NA,"5","June"
"451","HG279332",278928,"7/12/2023 10:41",38.874414,-76.550204,0.95,95,27.5,81.5,3.61,3.5,1.83,3.4,153.8,129.917,0.84,"GCW_WC_1","GCW","WC",NA,"1","July"
"452","HG279332",278928,"7/12/2023 10:42",38.87444,-76.550229,0.95,95,27.5,81.5,3.62,3.5,1.82,3.4,154.023,130.102,0.84,"GCW_WC_A","GCW","WC",NA,"A","July"
"453","HG279332",278928,"7/12/2023 10:42",38.874974,-76.549915,0.95,95,27.5,81.5,3.45,3.34,1.86,3.4,144.335,123.946,0.86,"GCW_WC_2","GCW","WC",NA,"2","July"
"454","HG279332",278928,"7/12/2023 10:43",38.875008,-76.550102,0.95,95,27.5,81.5,3.98,3.85,1.86,3.4,165.898,143.316,0.86,"GCW_WC_3","GCW","WC",NA,"3","July"
"455","HG279332",278928,"7/12/2023 10:43",38.874809,-76.550041,0.95,95,27.2,81,4.42,4.27,2.17,3.4,158.202,158.884,1,"GCW_WC_B","GCW","WC",NA,"B","July"
"456","HG279332",278928,"7/12/2023 10:43",38.87445,-76.550165,0.95,95,26.9,80.5,3.44,3.34,1.54,3.4,173.757,123.916,0.71,"GCW_WC_C","GCW","WC",NA,"C","July"
"457","HG279332",278928,"7/12/2023 10:44",38.874983,-76.550076,0.95,95,26.7,80,3.9,3.78,2.26,3.4,134.854,140.391,1.04,"GCW_WC_5","GCW","WC",NA,"5","July"
"458","HG279332",278928,"7/12/2023 10:58",38.874614,-76.549966,0.432,43.2,27.5,81.5,0.52,0.5,1.4,3.4,31.39,18.79,0.6,"TEMPEST_CT_REDOX_C7","TEMPEST_CT_REDOX_C7","TEMPEST_CT_REDOX_C7",NA,"C","July"
"459","HG279332",278928,"7/12/2023 11:01",38.874147,-76.552702,0.417,41.7,26.7,80,0.77,0.74,2.19,3.4,29.942,27.552,0.92,"TEMPEST_SW_REDOX_E6","TEMPEST_SW_REDOX_E6","WC",NA,"TEMPEST_SW_REDOX_E6","July"
"460","HG279332",278928,"7/12/2023 11:04",38.873634,-76.551883,0.506,50.6,26.2,79.1,0.58,0.56,1.22,3.4,39.454,20.788,0.53,"TEMPEST_FW_REDOX_G4","TEMPEST_FW_REDOX_G4","WC",NA,"TEMPEST_FW_REDOX_G4","July"
"461","HG279332",278928,"7/13/2023 13:36",38.43071,-76.226569,0.95,95,33.4,92.2,3.51,3.09,1.36,3.4,182.146,126.34,0.69,"MSM_WC_1","MSM","WC",NA,"1","July"
"462","HG279332",278928,"7/13/2023 13:37",38.429085,-76.227417,0.95,95,33.4,92.2,3.18,2.8,1.21,3.4,185.541,114.322,0.62,"MSM_WC_A","MSM","WC",NA,"A","July"
"463","HG279332",278928,"7/13/2023 13:37",38.429117,-76.227424,0.95,95,33.4,92.2,3.02,2.67,1.14,3.4,187.211,108.765,0.58,"MSM_WC_2","MSM","WC",NA,"2","July"
"464","HG279332",278928,"7/13/2023 13:37",38.429138,-76.227436,0.95,95,33.4,92.2,3.02,2.67,1.14,3.4,186.804,108.615,0.58,"MSM_WC_B","MSM","WC",NA,"B","July"
"465","HG279332",278928,"7/13/2023 13:38",38.429121,-76.227447,0.95,95,33.4,92.2,3.32,2.94,1.29,3.4,182.993,119.538,0.65,"MSM_WC_3","MSM","WC",NA,"3","July"
"466","HG279332",278928,"7/13/2023 13:38",38.429141,-76.227447,0.95,95,33.4,92.2,4.07,3.6,1.48,3.4,194.269,146.241,0.75,"MSM_WC_4","MSM","WC",NA,"4","July"
"467","HG279332",278928,"7/13/2023 13:38",38.429186,-76.227504,0.95,95,33.4,92.2,3.32,2.94,1.29,3.4,182.595,119.342,0.65,"MSM_WC_C","MSM","WC",NA,"C","July"
"468","HG279332",278928,"7/13/2023 13:39",38.429186,-76.227507,0.95,95,33.4,92.2,3.01,2.67,1.15,3.4,186.003,108.318,0.58,"MSM_WC_5","MSM","WC",NA,"5","July"
"469","HG279332",278928,"7/19/2023 12:23",37.566536,-76.897087,0.656,65.6,30.4,86.8,2.63,2.45,3.48,3.4,58.743,94.705,1.61,"SWH_WC_5","SWH","WC",NA,"5","July"
"470","HG279332",278928,"7/19/2023 12:24",37.566549,-76.897016,0.54,54,30.1,86.2,3.26,3.03,5.93,3.4,43.525,117.125,2.69,"SWH_WC_SipC","SWH","WC","Sipper","C","July"
"471","HG279332",278928,"7/19/2023 12:24",37.566555,-76.897014,0.634,63.4,30.1,86.2,2.6,2.42,3.64,3.4,55.614,93.513,1.68,"SWH_WC_Col4","SWH","WC",NA,"C","July"
"472","HG279332",278928,"7/19/2023 12:25",37.566561,-76.897017,0.655,65.5,30.1,86.2,2.59,2.41,3.43,3.4,58.528,93.059,1.59,"SWH_WC_Col3","SWH","WC",NA,"C","July"
"473","HG279332",278928,"7/19/2023 12:25",37.566571,-76.897019,0.636,63.6,30.1,86.2,2.7,2.51,3.75,3.4,55.884,97.227,1.74,"SWH_WC_SipB","SWH","WC","Sipper","B","July"
"474","HG279332",278928,"7/19/2023 12:26",37.566579,-76.897031,0.636,63.6,30.1,86.2,2.7,2.51,3.75,3.4,55.884,97.227,1.74,"SWH_WC_Col2","SWH","WC",NA,"C","July"
"475","HG279332",278928,"7/19/2023 12:26",37.566587,-76.897031,0.605,60.5,30.1,86.2,2.97,2.76,4.49,3.4,51.681,106.804,2.07,"SWH_WC_SipA","SWH","WC","Sipper","A","July"
"476","HG279332",278928,"7/19/2023 12:26",37.566705,-76.897039,0.578,57.8,30.1,86.2,2.91,2.71,4.74,3.4,48.265,104.625,2.17,"SWH_WC_Col1","SWH","WC",NA,"C","July"
"477","HG279332",278928,"7/19/2023 13:01",37.570864,-76.895097,0.356,35.6,25.6,78.2,0.29,0.28,1.07,3.4,24.1,10.3,0.43,"SWH_UPC_1A","SWH","UP",NA,"1","July"
"478","HG279332",278928,"7/19/2023 13:02",37.570802,-76.895224,0.327,32.7,25.6,78.2,0.22,0.21,0.91,3.4,21.6,7.8,0.36,"SWH_UPC_1B","SWH","UP",NA,"1","July"
"479","HG279332",278928,"7/19/2023 13:02",37.57079,-76.895229,0.447,44.7,25.6,78.2,0.28,0.28,0.75,3.4,33,10.3,0.31,"SWH_UPC_1C","SWH","UP",NA,"1","July"
"480","HG279332",278928,"7/19/2023 13:03",37.570833,-76.895392,0.491,49.1,25.6,78.2,0.35,0.35,0.8,3.4,37.8,12.8,0.34,"SWH_UPC_3A","SWH","UP",NA,"3","July"
"481","HG279332",278928,"7/19/2023 13:04",37.570842,-76.895398,0.156,15.6,25.6,78.2,0.09,0.09,1.18,3.4,9.4,3.4,0.36,"SWH_UPC_3B","SWH","UP",NA,"3","July"
"482","HG279332",278928,"7/19/2023 13:04",37.570825,-76.895438,0.256,25.6,25.4,77.7,0.16,0.16,1.01,3.4,15.9,5.7,0.36,"SWH_UPC_3C","SWH","UP",NA,"3","July"
"483","HG279332",278928,"7/19/2023 13:05",37.570817,-76.895468,0.38,38,25.4,77.7,0.26,0.25,0.86,3.4,26.3,9.2,0.35,"SWH_UPC_2A","SWH","UP",NA,"2","July"
"484","HG279332",278928,"7/19/2023 13:05",37.570802,-76.895446,0.235,23.5,25.4,77.7,0.18,0.18,1.29,3.4,14.4,6.5,0.45,"SWH_UPC_2B","SWH","UP",NA,"2","July"
"485","HG279332",278928,"7/19/2023 13:06",37.570825,-76.895392,0.505,50.5,25.4,77.7,0.34,0.34,0.74,3.4,39.4,12.2,0.31,"SWH_UPC_2C","SWH","UP",NA,"2","July"
"486","HG279332",278928,"7/19/2023 13:09",37.570845,-76.895431,0.245,24.5,25.1,77.3,0.19,0.19,1.27,3.4,15.2,6.7,0.44,"SWH_UPC_4A","SWH","UP",NA,"4","July"
"487","HG279332",278928,"7/19/2023 13:10",37.570889,-76.8954,0.11,11,25.1,77.3,0.09,0.09,1.97,3.4,7,3.3,0.47,"SWH_UPC_4B","SWH","UP",NA,"4","July"
"488","HG279332",278928,"7/19/2023 13:10",37.570892,-76.895417,0.112,11.2,25.1,77.3,0.09,0.09,1.92,3.4,7.1,3.4,0.48,"SWH_UPC_4C","SWH","UP",NA,"4","July"
"489","HG279332",278928,"7/19/2023 13:10",37.570838,-76.895469,0.074,7.4,25.4,77.7,0.08,0.08,3.15,3.4,5.4,2.8,0.52,"SWH_UPC_5A","SWH","UP",NA,"5","July"
"490","HG279332",278928,"7/19/2023 13:11",37.570822,-76.89548,0.246,24.6,25.4,77.7,0.19,0.19,1.27,3.4,15.2,6.8,0.45,"SWH_UPC_5B","SWH","UP",NA,"5","July"
"491","HG279332",278928,"7/19/2023 13:12",37.57079,-76.89548,0.289,28.9,25.4,77.7,0.15,0.15,0.78,3.4,18.5,5.5,0.3,"SWH_UPC_5C","SWH","UP",NA,"5","July"
"492","HG279332",278928,"7/19/2023 13:13",37.570776,-76.895596,0.61,61,25.4,77.7,0.56,0.56,0.9,3.4,52.4,20.2,0.39,"SWH_UP_SF_7A","SWH","SWAMP","SapFlow Tree","7","July"
"493","HG279332",278928,"7/19/2023 13:13",37.570757,-76.895524,0.28,28,25.1,77.3,0.16,0.16,0.88,3.4,17.8,5.6,0.31,"SWH_UP_SF_7B","SWH","SWAMP","SapFlow Tree","7","July"
"494","HG279332",278928,"7/19/2023 13:14",37.570776,-76.895473,0.591,59.1,25.1,77.3,0.43,0.43,0.73,3.4,49.9,15.4,0.31,"SWH_UP_SF_7C","SWH","SWAMP","SapFlow Tree","7","July"
"495","HG279332",278928,"7/19/2023 13:15",37.570649,-76.89541,0.298,29.8,25.1,77.3,0.18,0.18,0.9,3.4,19.2,6.6,0.34,"SWH_UP_SF_8A","SWH","SWAMP","SapFlow Tree","8","July"
"496","HG279332",278928,"7/19/2023 13:16",37.570632,-76.895399,0.618,61.8,25.1,77.3,0.46,0.45,0.71,3.4,53.4,16.4,0.31,"SWH_UP_SF_8B","SWH","SWAMP","SapFlow Tree","8","July"
"497","HG279332",278928,"7/19/2023 13:16",37.570694,-76.895442,0.227,22.7,25.1,77.3,0.23,0.23,1.73,3.4,13.9,8.3,0.6,"SWH_UP_SF_8C","SWH","SWAMP","SapFlow Tree","8","July"
"498","HG279332",278928,"7/19/2023 13:17",37.570604,-76.895533,0.142,14.2,25.4,77.7,0.11,0.11,1.64,3.4,8.7,4,0.46,"SWH_UP_SF_1A","SWH","SWAMP","SapFlow Tree","1","July"
"499","HG279332",278928,"7/19/2023 13:18",37.570601,-76.895559,0.3,30,25.4,77.7,0.25,0.25,1.24,3.4,19.3,9.1,0.47,"SWH_UP_SF_1B","SWH","SWAMP","SapFlow Tree","1","July"
"500","HG279332",278928,"7/19/2023 13:18",37.57061,-76.895579,0.186,18.6,25.4,77.7,0.14,0.14,1.41,3.4,11.2,5.1,0.46,"SWH_UP_SF_1C","SWH","SWAMP","SapFlow Tree","1","July"
"501","HG279332",278928,"7/19/2023 13:20",37.570679,-76.895602,0.408,40.8,25.6,78.2,0.4,0.4,1.23,3.4,29,14.4,0.5,"SWH_UP_SF_2A","SWH","SWAMP","SapFlow Tree","2","July"
"502","HG279332",278928,"7/19/2023 13:21",37.570594,-76.895625,0.176,17.6,25.6,78.2,0.2,0.19,2.08,3.4,10.6,7,0.66,"SWH_UP_SF_2B","SWH","SWAMP","SapFlow Tree","2","July"
"503","HG279332",278928,"7/19/2023 13:21",37.57053,-76.895642,0.342,34.2,25.6,78.2,0.34,0.34,1.38,3.4,22.8,12.3,0.54,"SWH_UP_SF_2C","SWH","SWAMP","SapFlow Tree","2","July"
"504","HG279332",278928,"7/19/2023 13:24",37.570527,-76.89563,0.139,13.9,25.6,78.2,0.13,0.13,2.01,3.4,8.5,4.7,0.55,"SWH_UP_SF_3A","SWH","SWAMP","SapFlow Tree","3","July"
"505","HG279332",278928,"7/19/2023 13:24",37.570623,-76.895661,0.109,10.9,25.6,78.2,0.1,0.09,1.97,3.4,7,3.4,0.49,"SWH_UP_SF_3B","SWH","SWAMP","SapFlow Tree","3","July"
"506","HG279332",278928,"7/19/2023 13:25",37.570689,-76.895654,0.293,29.3,25.6,78.2,0.21,0.21,1.08,3.4,18.7,7.6,0.41,"SWH_UP_SF_3C","SWH","SWAMP","SapFlow Tree","3","July"
"507","HG279332",278928,"7/19/2023 13:25",37.570744,-76.895704,0.589,58.9,25.6,78.2,0.25,0.25,0.43,3.4,49.7,9,0.18,"SWH_UP_SF_4A","SWH","SWAMP","SapFlow Tree","4","July"
"508","HG279332",278928,"7/19/2023 13:26",37.570793,-76.895684,0.181,18.1,25.6,78.2,0.1,0.1,1.05,3.4,10.9,3.7,0.34,"SWH_UP_SF_4B","SWH","SWAMP","SapFlow Tree","4","July"
"509","HG279332",278928,"7/19/2023 13:26",37.570802,-76.895686,0.178,17.8,25.6,78.2,0.12,0.12,1.3,3.4,10.7,4.5,0.42,"SWH_UP_SF_4C","SWH","SWAMP","SapFlow Tree","4","July"
"510","HG279332",278928,"7/19/2023 13:27",37.570791,-76.895561,0.192,19.2,25.6,78.2,0.14,0.14,1.35,3.4,11.6,5.1,0.44,"SWH_UP_SF_5A","SWH","SWAMP","SapFlow Tree","5","July"
"511","HG279332",278928,"7/19/2023 13:28",37.570721,-76.895583,0.175,17.5,25.6,78.2,0.11,0.11,1.2,3.4,10.6,4.1,0.39,"SWH_UP_SF_5B","SWH","SWAMP","SapFlow Tree","5","July"
"512","HG279332",278928,"7/19/2023 13:28",37.570731,-76.895602,0.635,63.5,25.6,78.2,0.31,0.31,0.47,3.4,55.8,11.3,0.2,"SWH_UP_SF_5C","SWH","SWAMP","SapFlow Tree","5","July"
"513","HG279332",278928,"7/19/2023 13:30",37.570694,-76.895526,0.259,25.9,25.6,78.2,0.19,0.19,1.17,3.4,16.2,6.8,0.42,"SWH_UP_SF_6A","SWH","SWAMP","SapFlow Tree","6","July"
"514","HG279332",278928,"7/19/2023 13:30",37.570722,-76.895511,0.343,34.3,25.6,78.2,0.19,0.19,0.77,3.4,22.9,6.9,0.3,"SWH_UP_SF_6B","SWH","SWAMP","SapFlow Tree","6","July"
"515","HG279332",278928,"7/19/2023 13:31",37.57071,-76.895496,0.497,49.7,25.6,78.2,0.51,0.51,1.14,3.4,38.5,18.3,0.48,"SWH_UP_SF_6C","SWH","SWAMP","SapFlow Tree","6","July"
"516","HG279332",278928,"8/17/2023 14:19",38.429147,-76.227376,0.95,95,32.7,90.9,3.46,3.08,1.38,3.4,178.6,124.3,0.7,"MSM_W_1","MSM","WC",NA,"1","July"
"517","HG279332",278928,"8/17/2023 14:19",38.429146,-76.227403,0.95,95,32.7,90.9,3.15,2.81,1.34,3.4,168.2,113.4,0.67,"MSM_W_A","MSM","WC",NA,"A","July"
"518","HG279332",278928,"8/17/2023 14:20",38.429144,-76.227423,0.95,95,32.7,90.9,3.01,2.69,1.27,3.4,169.7,108.3,0.64,"MSM_W_2","MSM","WC",NA,"2","July"
"519","HG279332",278928,"8/17/2023 14:20",38.429156,-76.227432,0.95,95,32.7,90.9,3.02,2.7,1.28,3.4,169.9,108.3,0.64,"MSM_W_B","MSM","WC",NA,"B","July"
"520","HG279332",278928,"8/17/2023 14:21",38.429159,-76.227429,0.95,95,32.7,90.9,3.79,3.39,1.4,3.4,193.9,136.5,0.7,"MSM_W_3","MSM","WC",NA,"3","July"
"521","HG279332",278928,"8/17/2023 14:21",38.429163,-76.227451,0.95,95,32.4,90.3,3.79,3.39,1.4,3.4,193.5,136.5,0.71,"MSM_W_4","MSM","WC",NA,"4","July"
"522","HG279332",278928,"8/17/2023 14:22",38.429179,-76.227475,0.95,95,32.4,90.3,2.98,2.67,1.17,3.4,183.3,107.3,0.59,"MSM_W_C","MSM","WC",NA,"C","July"
"523","HG279332",278928,"8/17/2023 14:22",38.429193,-76.22749,0.95,95,32.4,90.3,3.23,2.89,1.16,3.4,199.9,116.1,0.58,"MSM_W_5","MSM","WC",NA,"5","July"
"524","HG279332",278928,"8/17/2023 14:45",38.430433,-76.227105,0.95,95,34.9,94.9,3.41,2.98,1.84,3.4,130.9,122.7,0.94,"MSM_TR_8A","MSM","TR",NA,"8","July"
"525","HG279332",278928,"8/17/2023 14:46",38.430455,-76.22707,0.95,95,34.6,94.2,3.57,3.13,1.63,3.4,154.3,122.7,0.8,"MSM_TR_8B","MSM","TR",NA,"8","July"
"526","HG279332",278928,"8/17/2023 14:46",38.430453,-76.227089,0.95,95,34.2,93.5,3.14,2.75,1.37,3.4,161.2,128.4,0.8,"MSM_TR_8C","MSM","TR",NA,"8","July"
"527","HG279332",278928,"8/17/2023 14:47",38.430506,-76.227036,0.95,95,33.8,92.9,3.25,2.86,1.64,3.4,140.9,116.9,0.83,"MSM_TR_1A","MSM","TR",NA,"1","July"
"528","HG279332",278928,"8/17/2023 14:47",38.430537,-76.227055,0.95,95,33.8,92.9,3.5,3.09,1.85,3.4,135.2,125.9,0.93,"MSM_TR_1B","MSM","TR",NA,"1","July"
"529","HG279332",278928,"8/17/2023 14:48",38.430505,-76.227023,0.79,79,33.4,92.2,3.36,2.97,3.09,3.4,79.1,120.8,1.53,"MSM_TR_1C","MSM","TR",NA,"1","July"
"530","HG279332",278928,"8/17/2023 14:48",38.430502,-76.226976,0.593,59.3,33.1,91.6,4.22,3.74,6.3,3.4,50.2,151.7,3.02,"MSM_TR_2A","MSM","TR",NA,"2","July"
"531","HG279332",278928,"8/17/2023 14:49",38.430522,-76.226971,0.95,95,33.1,91.6,4.11,3.64,2.47,3.4,119.5,147.7,1.24,"MSM_TR_2B","MSM","TR",NA,"2","July"
"532","HG279332",278928,"8/17/2023 14:49",38.430529,-76.226962,0.95,95,33.1,91.6,4.11,3.64,2.47,3.4,119.5,147.7,1.24,"MSM_TR_2C","MSM","TR",NA,"2","July"
"533","HG279332",278928,"8/17/2023 14:50",38.430496,-76.226877,0.404,40.4,33.1,91.6,3.2,2.84,8.88,3.4,28.6,115,4.02,"MSM_TR_4A","MSM","TR",NA,"4","July"
"534","HG279332",278928,"8/17/2023 14:50",38.430498,-76.226881,0.419,41.9,33.1,91.6,3.2,2.84,8.38,3.4,30.1,115.1,3.82,"MSM_TR_4B","MSM","TR",NA,"4","July"
"535","HG279332",278928,"8/17/2023 14:51",38.430475,-76.226873,0.451,45.1,33.1,91.6,3.09,2.75,7.22,3.4,33.4,111.3,3.33,"MSM_TR_4C","MSM","TR",NA,"4","July"
"536","HG279332",278928,"8/17/2023 14:52",38.430338,-76.226929,0.95,95,33.4,92.2,3.45,3.07,2.19,3.4,113.8,124.2,1.09,"MSM_TR_7A","MSM","TR",NA,"7","July"
"537","HG279332",278928,"8/17/2023 14:53",38.430358,-76.226888,0.95,95,33.1,91.6,3.24,2.88,1.48,3.4,156.5,116.4,0.74,"MSM_TR_7B","MSM","TR",NA,"7","July"
"538","HG279332",278928,"8/17/2023 14:53",38.430395,-76.226873,0.95,95,33.1,91.6,3.45,3.07,1.5,3.4,164.4,124.1,0.75,"MSM_TR_7C","MSM","TR",NA,"7","July"
"539","HG279332",278928,"8/17/2023 14:53",38.430426,-76.226894,0.95,95,33.1,91.6,3.51,3.12,1.66,3.4,151.4,126.3,0.83,"MSM_TR_5A","MSM","TR",NA,"5","July"
