"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","H2S_mean","H2S_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Run_notes","Field_notes","Type"
"134","COMPASS: Synoptic","CB","MSM","WC","",NA,"MSM_202211_WC_RHZ_SIPB",2022,"November",NA,NA,NA,67.9099643137896,2.92364068328376,4.30517187400449,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"135","COMPASS: Synoptic","CB","MSM","WC","",NA,"MSM_202211_WC_RHZ_SIPC",2022,"November",NA,NA,NA,172.445607716316,1.95372787478081,1.13295310947833,"adl","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"136","COMPASS: Synoptic","CB","MSM","WC","A",10,"MSM_202211_WC_SIPA_10CM",2022,"November",NA,NA,NA,104.994856243336,1.0664820734228,1.0157469723575,"adl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"137","COMPASS: Synoptic","CB","MSM","WC","A",20,"MSM_202211_WC_SIPA_20CM",2022,"November",NA,NA,NA,165.700532569018,7.05941392165523,4.26034473891315,"adl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"138","COMPASS: Synoptic","CB","MSM","WC","A",45,"MSM_202211_WC_SIPA_45CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"139","COMPASS: Synoptic","CB","MSM","WC","B",10,"MSM_202211_WC_SIPB_10CM",2022,"November",NA,NA,NA,179.867794654462,11.4143078229509,6.34594305494128,"adl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"140","COMPASS: Synoptic","CB","MSM","WC","B",20,"MSM_202211_WC_SIPB_20CM",2022,"November",NA,NA,NA,190.336984651427,6.5424371501865,3.43729158164819,"adl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"141","COMPASS: Synoptic","CB","MSM","WC","B",45,"MSM_202211_WC_SIPB_45CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"142","COMPASS: Synoptic","CB","MSM","WC","C",10,"MSM_202211_WC_SIPC_10CM",2022,"November",NA,NA,NA,188.357734801255,8.8310308143786,4.68843545166682,"adl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"143","COMPASS: Synoptic","CB","MSM","WC","C",20,"MSM_202211_WC_SIPC_20CM",2022,"November",NA,NA,NA,194.868425097874,3.61619470360409,1.85571095049792,"adl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"144","COMPASS: Synoptic","CB","MSM","WC","C",45,"MSM_202211_WC_SIPC_45CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
